NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT02912871,Subthalamotomy by ExAblate Transcranial System to Treat Motor Features of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02912871,,COMPLETED,"Based on published animal and human studies, ExAblate Transcranial subthalamotomy can be as safe and as effective as any of the surgical treatments within the currently accepted standard of care including radiofrequency lesioning and Deep Brain Stimulation (DBS). A unilateral lesion of the subthalamic nucleus has shown reduction of contralateral motor symptoms in Parkinson's disease (PD). Using ExAblate Transcranial Magnetic Resonance guided High Intensity Focused Ultrasound (MRgHIFU) to create the subthalamotomy has several potential advantages over current therapies including the fact that transcranial lesioning can be performed in a precise manner with simultaneous as well as continuous clinical and radiographic monitoring. If the potential of ExAblate Transcranial subthalamotomy can be realized, it could supplant radiofrequency and radiosurgery techniques and provide a viable alternative procedure for subjects considering DBS.",NO,Parkinson's Disease,OTHER: MRIgHIFU unilateral subthalamotomy,"All causes of morbidity, Number of treatment-related adverse events as assessed by CTCAE v4.0, within the first 6 months (plus minus 1 month) after treatment|Efficacy, Improvement in the score of the Movement Disorders Unified Parkinson's Disease Rating Scale III (MDS-UPDRS III) that evaluates motor features of PD. The scale will be assessed pretreatment and after intervention and the reduction after treatment in the total MDS-UPDRS III score and the score in the treated hemibody will be measured. MDS-UPDRS III is a scale that assesses all the motor features of PD (akinesia, tremor, rigidity, gait disturbance). Score range between 0 (no presence of motor features) and 132 (maximum score for all items)., 6 months","MDS-UPDRS I, MDS-UPDRS I evaluates non-motor symptoms of PD. Scores of the scales will be measured pretreatment and after procedure and compared., 6 months|MDS-UPDRS II, MDS-UPDRS II evaluates dependence in daily life activities. Scores of the scales will be measured pretreatment and after procedure and compared., 6 months|MDS-UPDRS IV, MDS-UPDRS IV evaluates presence and impact of motor complications (i.e. motor fluctuations and dyskinesia).

Scores of the scales will be measured pretreatment and after procedure and compared., 6 months|Dyskinesia severity as assessed through the Dyskinesia rating scale, Dyskinesia rating scale assesses the presence of involuntary movements, 6 months|Levodopa equivalent medication usage (milligrams) when applicable, 6 months|Patient and Clinician Global Impression of Change, 6 months|Quality of life assessment with PDQ-39, 6 months",,Fundación de investigación HM,Insightech,ALL,"ADULT, OLDER_ADULT",NA,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PD003E,2016-04,2017-01,2017-01,2016-09-23,,2017-01-31,,
NCT01698450,Magnetic Resonance (MR) Guided Functional Ultrasound-Neurosurgery for Movement Disorders,https://clinicaltrials.gov/study/NCT01698450,,COMPLETED,"The aim of this study is to asses the efficacy and the clinical safety of the transcranial magnetic resonance guided high intensity focused ultrasound system ExAblate 4000, InSightec Ltd. for functional neurosurgery in the treatment of movement disorders. The treatments to be conducted in this study are non-invasive, i.e. without opening the skull, and will create microthalamotomies in specific target areas such as thalamus, subthalamus and pallidum. The data obtained in this study will be used to evaluate the basic safety aspects of this new treatment technology and will serve as a basis for the clinical introduction of MR-guided ultrasound neurosurgery.",NO,Essential Tremor|Dystonia|Parkinson's Disease,DEVICE: Non-invasive intervention with focused ultrasound (ExAblate 4000),"Lesion Size, Size of lesion in the target area for each sonication as a function of applied energy/temperature., 3 months|Patient Safety, Number of Patients with Adverse Events as a Measure of Safety and Tolerability., 3 months","Clinical efficacy and QOL, Efficacy and QOL will be quantified on respective rating scales (specified in protocol)., 3 months",,"University Children's Hospital, Zurich",,ALL,"ADULT, OLDER_ADULT",PHASE1,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,EK: 2012-0027,2012-11,2013-12,2013-12,2012-10-03,,2014-10-09,"MR-Center, University Children's Hospital, Zurich, Switzerland",
NCT02347254,ExAblate Transcranial MRgFUS for Unilateral Pallidotomy for the Treatment of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02347254,,ACTIVE_NOT_RECRUITING,"The proposed study is to evaluate the safety and initial effectiveness of the ExAblate Transcranial MRgFUS) treatment of patients with L-dopa induced dyskinesia of Parkinson's disease (LID PD).

Safety:

To evaluate the incidence and severity of adverse events associated with ExAblate Transcranial 4000 MRgFUS treatment of dyskinesia of Parkinson's disease.

Effectiveness:

To determine the level of effectiveness of the ExAblate Transcranial MRgFUS treatment of LID in PD patients. Efficacy will be determined utilizing clinical rating scales for dyskinesia (UPDRS-IV and the Unified Dyskinesia Rating Scale) from examinations at Baseline, 3-Months and 12-Months post-ExAblate treatment.",NO,Parkinson's Disease,DEVICE: Transcranial ExAblate,"Number of Device and Procedure related adverse events, To evaluate the incidence and severity of adverse events associated with ExAblate Transcranial 4000 MRgFUS treatment of dyskinesia of Parkinson's disease., At the time of ExAblate trascranial procedure","Severity of Device and Procedure related adverse events, To evaluate the incidence and severity of adverse events associated with ExAblate Transcranial 4000 MRgFUS treatment of dyskinesia of Parkinson's disease., At the time of ExAblate trascranial procedure",,InSightec,,ALL,"ADULT, OLDER_ADULT",NA,6,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PD004|222434,2014-09,2023-06,2023-12,2015-01-27,,2022-12-20,"Sunnybrook Health Sciences Centre, Toronto, Ontario, M4N 3M5, Canada",
NCT03935581,Safety and Feasibility of ExAblate Neuro System to Perform Auto-Focusing Echo Imaging in Patients With Essential Tremor,https://clinicaltrials.gov/study/NCT03935581,ET004,UNKNOWN,The objective of this study is to evaluate the safety and feasibility of Auto Focusing (AF) echo imaging using the ExAblate Neuro system,NO,"Tremor, Essential|Neurologic Manifestations|Tremor",DEVICE: ExAblate,"Incidence of Device and Procedure related Adverse Events, Treatment through 1 month",,,InSightec,,ALL,"ADULT, OLDER_ADULT",NA,20,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DEVICE_FEASIBILITY,ET004,2019-04-25,2020-12-31,2021-12-30,2019-05-02,,2021-09-17,"Sunnybrook, Toronto, Ontario, M4N 3M5, Canada|Yonsei University Health System, Severance Hospital, Seoul, Seodaemun-gu, 03722, Korea, Republic of",
NCT06036199,Focused Ultrasound Pallidotomy for Dyskinetic Cerebral Palsy in Pediatric and Young Adult Subjects,https://clinicaltrials.gov/study/NCT06036199,,NOT_YET_RECRUITING,The primary objective of the proposed study is to evaluate the safety of ExAblate Transcranial MRgFUS as a tool for creating bilateral or unilateral lesions in the globus pallidus (GPi) in patients with treatment-refractory secondary dystonia due to dyskinetic cerebral palsy,NO,"Cerebral Palsy, Dyskinetic|Secondary Dystonia",DEVICE: Focused Ultrasound Pallidotomy,"Incidence and severity of device-related and procedure-related adverse events (AE), Safety will be determined by an evaluation of the incidence and severity of device-related and procedure-related adverse events (AE) from the first treatment day visit through the 24-month post-treatment time point. All AEs will be reported and categorized as related to the device versus the ablation procedure., 2 years","Burke-Fahn-Marsden-Dystonia Rating Scale movement and disability, Assessment of speech and swallowing. Score range: 0-30, 0 indicates complete independence, 30 indicates complete dependence., 2 years|Family Scale (FaBel), Assessment of the burden for caregivers. Score range: 0-84, 0 indicates no burden, 84 indicates very severe burden., 2 years|Canadian Occupational Performance Measure (COPM), Assessment of activities of daily living., 2 years|Gross Motor Function Measure (GMFM-66), Assessment of physical disability. Score range: 0-3, 0 indicates no performance, 3 indicates complete performance., 2 years|Gross Motor Function Classification System (GMFCS), Degree of physical impairment. Score range: 1-5, 1 indicates no limitations, 5 indicates severe limitations., 2 years|SF-36 for assessment of quality of life, Assessment of quality of life of subject. Score range: 0-100, 0 indicates bad health state, 100 indicates an excellent health state., 2 years|Caregiver Priorities and Child Health Index of Life with Disabilities (CPCHILD), Assessment of Quality of life of Caregivers and Subject. Score range: 0-100, 0 indicates a bad score, 100 indicates an excellent score., 2 years|Frenchay Dysarthria Assessment, Assessment of speech and swallowing. Score range:, 2 years|Assessment of Cognition, Snijders-Oomen-Non-Verbal-Intelligence Test (SON-R), 2 years|Strengths and Difficulties Questionnaire, Assessment of mood and attention. Score range: 0-40, 0 indicates normal, 40 indicates abnormal., 2 years|Assessment of Attention, Attentional Network Test (ANT), 2 years|Assessment of cognition, Non-Verbal-Learning Test (NVLT), 2 years|Wong Baker Faces, Assessment of pain. Score range; 0-10, 0 indicates no pain, 10 indicates worst pain., 2 years|Tardieu Scale, Assessment of the severity of spasticity. Score range: 0-5, 0 indicates no resistance, 5 indicates no movement., 2 years|Dyskinesia Impairment Scale (DIS), Assessment of the severity of chorea and dystonia. Score range: 0-576, 0 indicates no dystonia, 576 indicates very severe dystonia., 2 years|Barry Albright Dystonia Scale, Score range: 0-32, 0 indicates no dystonia, 32 indicates severe dystonia., 2 years",,Children's National Research Institute,,ALL,"CHILD, ADULT",NA,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,G230044,2023-09,2025-08,2025-08,2023-09-13,,2023-09-13,,
NCT05623644,Multimodal MR Imaging Study on ET and PD Patients Subjected With MRgFUS Thalamotomy,https://clinicaltrials.gov/study/NCT05623644,,ACTIVE_NOT_RECRUITING,"The technological advance of magnetic resonance-guided focused ultrasound (MRgFUS) has once again brought lesion therapy back to the clinical frontline for the treatment of movement disorder. Thus far, the safety of MRgFUS has been widely proven and has just been made available in China in late 2020. We attempted to analyze the neuroplasticity characteristics and altered neural circuit activity in patients subjected with MRgFUS thalamotomy via Multiple MR Imaging study, and to explore potential biomarkers that could be used to predict the treatment outcome.",NO,Movement Disorders,,"Tremor measurement in ET/PD patients subject with MRgFUS thalamotomy, The change in the hand tremor score derived by summing eight items of the CRST/UPDRS that evaluate hand tremor and ability to perform tasks will be evaluated for movement disorders subjects., 5 years|Adverse reactions in ET/PD patients subject with MRgFUS thalamotomy, Adverse Events will be evaluated using Significant Clinical Complications for movement disorders subjects. Adverse Events will be reported and categorized by investigators as definitely, probably, possibly, or unrelated to the device or procedure and categorized by treatment group / treatment arm., 5 years|Imaging features in ET/PD patients subject with MRgFUS thalamotomy, Lesion appearance and volume are measured by T2, T2 Flair, DWI, ESWAN, 3D-T1; ESWAN and MRS manifests the changes of iron deposition and metabolism, respectively; ASL shows regional cerebral blood flow associated with the procedure; DTI demonstrates the destruction of white matter integrity and structural network; Rs-functional MRI reflects alterations of resting-state brain activity and functional network; others., 5 years|Postoperative symptom recurrence of patients Postoperative symptom recurrence of patients Postoperative symptom recurrence of patients Postoperative symptom recurrence of patients Postoperative symptom recurrence of patients, It has been reported in the previous literature that about 10%-50% of the patients with MRgFUS thalamotomy had recurrent symptoms after the operation. We mainly recorded the recurrence of tremor in patients and the clinical symptoms and signs associated with this process in a long-term longitudinal observation., 5 years",,,Chinese PLA General Hospital,,ALL,"CHILD, ADULT, OLDER_ADULT",,200,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,MRgFUS-VIM-prospective-2022,2022-09-30,2023-11-30,2024-11-30,2022-11-21,,2022-11-21,"Jiaji Lin, Beijing, 100853, China",
NCT02246374,ExAblate Transcranial MRgFUS of the Subthalamic Nucleus for Treatment of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02246374,,ACTIVE_NOT_RECRUITING,This is primarily a safety protocol to evaluate the safety of subthalamotomy using Transcranial ExAblate for treatment of Parkinson's Disease (PD) motor features.,NO,Parkinson's Disease,DEVICE: ExAblate Transcranial System,"Incidence and severity of adverse events, Safety will evaluate the incidence and severity of adverse events associated with ExAblate subthalamotomy for the treatment of Parkinson's Disease motor features., Baseline to 4 months post treatment|Mean change in MDS-UPDRS Part III scores, This is a feasibility trial with no hypothesis testing. Primary efficacy will be evaluated using basic summary statistics including comparison of between- and within-group differences in the mean change (from baseline to 4 months) of the motor MDS-UPDRS Part III score for the side contralateral to subthalamotomy in the off-medication condition., Baseline to 4 months post treatment","Long Term Adverse Events Profile, Additional safety will be evaluated by follow up of adverse events through 12 months post treatment., Baseline to 12- months post treatment","Mean change in MDS-UPDRS total score, Duration of outcomes will be further evaluated using the MDS-UPDRS total score, Baseline to 12- months post treatment|Mean change in MDS-UPDRS Part IV scores, Long term impact of ExAblate transcranial pallidotomy will be further evaluated using the MPS-UPDRS Part IV scores, Baseline to 12-months post treatment",InSightec,,ALL,"ADULT, OLDER_ADULT",NA,7,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",PD003,2014-09,2023-06,2023-12,2014-09-22,,2022-12-20,"University of Virginia, Charlottesville, Virginia, 22908, United States",
NCT04720469,A Second Magnetic Resonance Guided Focused Ultrasound Thalamotomy for Essential Tremor,https://clinicaltrials.gov/study/NCT04720469,,RECRUITING,"This study will be a single-centre, prospective, single-arm, open-label, 12-week pilot trial assessing the safety and preliminary efficacy of a second MR-guided focused ultrasound (MRgFUS) thalamotomy on the naïve brain hemisphere after 48 weeks or more of the first MRgFUS thalamotomy in patients with medication-refractory ET.

This study will be conducted at the Focused Ultrasound Centre of Excellence at Sunnybrook Health Sciences Centre/University of Toronto.",NO,Essential Tremor,DEVICE: MRgFUS thalamotomy,"Incidence at week 12 of new onset or significant worsening of: ataxic gait; speech impairment; cognitive impairment; contralateral weakness; patient-reported disabling sensory loss; Severe AEs related to the MRgFUS procedure., This composite outcome will be measured by the Scale for the Assessment and Rating of Ataxia (SARA) scale, neuropsychology battery, neurological examination and AE reports., 12 weeks","Change in the tremor score (Part A and B) from baseline to 12 weeks after MRgFUS thalamotomy, adjusted for baseline scores., This CRST subscore will be measured on the treated side., 12 weeks|Change in QUEST global score and EQ-5D from baseline to 12 weeks after MRgFUS, adjusted for baseline scores., QUEST (Quality of Life in Essential Tremor) is a disease-specific quality of life scale., 12 weeks","Change in speech intelligibility and speaking rate from baseline to 12 weeks after MRgFUS thalamotomy, adjusted for baseline scores., Speech intelligibility is measured as the percentage of intelligible words and speaking rate is measured as words per minute., 12 weeks|Change in the subscores of neuropsychological tests and self-reported questionnaires from baseline to 12 weeks after MRgFUS thalamotomy., Alternative versions of the neuropsychological tests and self-reported questionnaires of cognitive function will be used in the baseline and week 12 visit to account for a learning effect., 12 weeks",Sunnybrook Health Sciences Centre,,ALL,"ADULT, OLDER_ADULT",NA,12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,3341,2020-10-05,2022-10-31,2023-10-31,2021-01-22,,2022-05-18,"Sunnybrook Health Sciences Centre, Toronto, Ontario, M4N 3M5, Canada",
NCT05512299,Investigating Cerebellar Inhibition and Its Clinical Significance in Parkinsonian Tremor and Intention Tremor,https://clinicaltrials.gov/study/NCT05512299,,RECRUITING,"Cerebellocerebral connection plays an important function in motor control. Nowadays it can be investigated with neuroimaging and physiological methods in humans. Cerebellar inhibition (CBI) is a phenomenon showing a physiological suppression of the motor evoked potential (MEP) evoked from the motor cortex (M1) by delivering a preceding transcranial magnetic stimulation (TMS) on the contralateral cerebellum. Despite the mediated pathway is supposed to be the cerebello-dentato-thalamo-cortical (CDTC) circuit, there is no conclusive evidence. In addition, the clinical significant of CBI remains unclear. Based on our previous studies, we found that the patients with advanced tremor show an impaired Bereitschaftspotential. The findings support a notion that the patients with tremor bear dysfunction of the CDTC circuit. Intriguingly, the pathogenesis of the parkinsonian tremor is highly associated with the CDTC circuit. The ""dimmer-switch"" model suggests that the basal ganglia-thalamo-cortical circuit dysfunction may initiate the resting tremor, and the following CDTC circuit dysfunction will lead to the large-amplitude resting and postural tremor in Parkinson's disease (PD). The intention tremor is usually found in the patients with cerebellar degeneration, which is also relevant to the CDTC circuit dysfunction. We expect that the clinical significance of CBI and the mediated pathway of CBI will be clarified by this study.",NO,Tremor,DIAGNOSTIC_TEST: Transcranial Magnetic Stimulation,"Change from baseline cerebellar inhibition (CBI) input output curve, The CBI is recorded with two different TMS coils. The figure-of-eight coil (2X90 mm) is used for the motor cortex stimulation and the double cone coil (2X126 mm) is used for the cerebellar stimulation. The target recording muscle is first dorsal interosseous (FDI). The TMS intensity used to induce an average MEP amplitude of 0.5 mV is also determined. CBI is measured by a paired TMS with an inter-stimulus interval of 6 ms. That is, the test TMS at M1 is delivered 6 ms following the conditional TMS at contralateral cerebellum.

There are five TMS intensities used for the conditional cerebellar stimulation: 80%, 90%, 100%, 110% and 120% inion active motor threshold. Ten trials are recorded for each TMS intensity with a pseudorandomized order. The interval between two cerebellum-M1 TMS pairs is 8-seconds with 25% variability (i.e. 6-10 s) to reduce the prediction bias., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS|Change from baseline functional magnetic resonance imaging, In this study we mainly adopt diffusion tensor imaging (DTI) to quantify two interested projections: the pallidothalamic pathway and the dentatothalamic pathway.

Diffusion tensor imaging of fifty gradient directions is acquired with five non-gradient (B0) images. The B-value is 1500 s/mm2, FOV = 240mm x 240mm, image matrix = 96 x 96, slice thickness = 2.5mm with zero gap. The voxel size is 2.5 x 2.5 x 2.5 mm3 isotopically. The TR was approximately 10000ms which is adjusted to match the slice number of requirements. Image acquired with axial direction, 56 slices to cover the whole brain., baseline (before the MRgFUS), 48-weeks after the MRgFUS","Change from baseline clinical evaluations, In addition to a detailed history and neurological examinations, the clinical assessment also includes International Parkinson and Movement Disorder Society-sponsored UPDRS (MDS-UPDRS) and clinical rating scale for tremor (CRST)for the PD patients. The Scale for the Assessment and Rating of Ataxia (SARA) and CRST are adopted for the patients with cerebellar degeneration., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS|Change from baseline gait analysis, The gait analysis system (Zeno Walkway System with PKMAS) provides detailed gait parameters including velocity, cadence, pressure and cyclogram.

Variables in gait analysis: 1.Gait initiation, 2.Level walking, 3.Gait termination., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS|Change from baseline surface electromyography and eye-tracking pattern, The pattern of eye-tracking and surface electromyography (SEMG) with accelerometer will be recorded to monitor the therapy outcome. The eye-tracking system (EyeLink 1000 Plus) will track eye movements regarding the target fixation, saccade, smooth pursuit and image stimuli. The multiple SEMG recording (CED Power1401) will focus on the arm and hand muscles relevant to the tremor (e.g. first dorsal interosseous, abductor pollicis brevis, extensor carpi radialis and flexor carpi radialis). The accelerometer can also reveal the mechanical information of the tremor oscillation., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS",,China Medical University Hospital,"Ministry of Science and Technology, Taiwan",ALL,"ADULT, OLDER_ADULT",,84,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,CMUH111-REC3-014,2022-08-01,2023-07-31,2024-07-31,2022-08-23,,2022-08-23,"Department of Neurology, China Medical University Hospital, Taichung, 40447, Taiwan",
NCT04250376,The Use of Transcranial Focused Ultrasound for the Treatment of Neurodegenerative Dementias,https://clinicaltrials.gov/study/NCT04250376,,ENROLLING_BY_INVITATION,The purpose of this open label study is to evaluate longer term tolerability and early efficacy of transcranial ultrasound in the treatment of patients with mild cognitive impairment or dementia.,NO,Mild Cognitive Impairment|Mild Dementia|Parkinson Disease|Alzheimer Disease,DEVICE: Focused Transcranial Ultrasound,"Quick Dementia Rating Scale, The Quick Dementia Rating Scale (QDRS) is an interview-based tool administered by study officials to participants' caregivers used to obtain observations from a consistent source. The QDRS form consists of 10 categorical questions (5 cognitive, 5 functional), each with 5 detailed options depicting the level of impairment as either 0 (normal), 0.5 (mild/inconsistent impairment), 1 (mild/consistent impairment), 2 (moderate impairment), or 3 (severe impairment). Based on the conversion table outlined in Dr. James Galvin's research (2015), total QDRS scores were converted to Clinical Dementia Rating (CDR) scale levels ranging from 0 (normal aging), 0.5 (mild cognitive impairment), 1 (mild dementia), 2 (moderate dementia), and 3 (severe dementia)., Baseline","Repeatable Battery Assessment for Neuropsychological Status (RBANS), RBANS assesses immediate memory, visuospatial skill, language, attention, and delayed memory. Patient performance on each subscale immediate memory, language, attention, visuospatial, and delayed memory are scored relative to validated norms for same-aged peers. A change of 8+ points in the Total Scale score, 11+ points in the Immediate Memory score, 9+ points in the Language score, 4+ points on the Attention score, 14+ points is considered significant for the Visuospatial score, and 10+ points for the Delayed Memory score are considered significant., Baseline|Repeatable Battery Assessment for Neuropsychological Status (RBANS), RBANS assesses immediate memory, visuospatial skill, language, attention, and delayed memory. Patient performance on each subscale immediate memory, language, attention, visuospatial, and delayed memory are scored relative to validated norms for same-aged peers. A change of 8+ points in the Total Scale score, 11+ points in the Immediate Memory score, 9+ points in the Language score, 4+ points on the Attention score, 14+ points is considered significant for the Visuospatial score, and 10+ points for the Delayed Memory score are considered significant., After final ultrasound (8 weeks from baseline)|Montreal Cognitive Assessment (MoCA), The MoCA evaluates frontal-executive functions (e.g., verbal abstraction and mental calculation), language (e.g., confrontation naming, phonemic fluency), orientation (e.g., person, place, date, day of the week, and time), visuospatial construction (e.g., simple figure copy), divided visual attention, and immediate and delayed memory of unstructured information. MoCA scores range from 0-30 possible points; 26 or greater is considered to reflect normal cognitive status., Baseline|Montreal Cognitive Assessment (MoCA), The MoCA evaluates frontal-executive functions (e.g., verbal abstraction and mental calculation), language (e.g., confrontation naming, phonemic fluency), orientation (e.g., person, place, date, day of the week, and time), visuospatial construction (e.g., simple figure copy), divided visual attention, and immediate and delayed memory of unstructured information. MoCA scores range from 0-30 possible points; 26 or greater is considered to reflect normal cognitive status., After final ultrasound (8 weeks from baseline)|Quick Dementia Rating Scale (QDRS), The Quick Dementia Rating Scale (QDRS) is an interview-based tool administered by study officials to participants' caregivers used to obtain observations from a consistent source. The QDRS form consists of 10 categorical questions (5 cognitive, 5 functional), each with 5 detailed options depicting the level of impairment as either 0 (normal), 0.5 (mild/inconsistent impairment), 1 (mild/consistent impairment), 2 (moderate impairment), or 3 (severe impairment). Based on the conversion table outlined in Dr. James Galvin's research (2015), total QDRS scores were converted to Clinical Dementia Rating (CDR) scale levels ranging from 0 (normal aging), 0.5 (mild cognitive impairment), 1 (mild dementia), 2 (moderate dementia), and 3 (severe dementia)., After final ultrasound (8 weeks from baseline)",,Neurological Associates of West Los Angeles,,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,32222-1,2017-11-27,2024-12,2025-01,2020-01-31,,2023-03-24,"Neurological Associates of West LA, Santa Monica, California, 90403, United States",
NCT02003248,A Feasibility Study to Evaluate Safety and Initial Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Pallidotomy in the Treatment of Dyskinesia of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02003248,,COMPLETED,"The proposed study is to evaluate the safety and initial effectiveness of the ExAblate Transcranial MRI-guided focused ultrasound (MRgFUS) treatment of patients with dyskinesia of Parkinson's Disease (PD)

* Safety: To evaluate the incidence and severity of adverse events (AE/AEs) associated with ExAblate Transcranial MRgFUS treatment of dyskinesia of PD
* Effectiveness: To determine the level of effectiveness of the ExAblate Transcranial MRgFUS treatment of dyskinesia of PD.Efficacy will be determined utilizing the UPDRS-IV for dyskinesia in PD from examinations at baseline and every 3-Months post-ExAblate treatment.

This study is designed as a prospective, single-site, single arm, nonrandomized study. Assessments will be made before and three months after MRgFUS for clinical symptom relief, quality of life (QoL) improvements, and safety of MRgFUS in the treatment of LID. Relative Safety will be evaluated using a common description of Significant Clinical Complications for patients treated in this study. This study will be performed on the 3T MR scanners.",NO,Levodopa Induced Dyskinesia in Patients With Parkinson's Disease,DEVICE: transcranial magnetic resonance guided focused ultrasound pallidotomy,"the unified dyskinesia rating scale (UdysRS) and UPDRS part IV, Dyskinesia will be assessed for each treated PD patient using the UDysRS and UPDRS part IV at baseline before treatment and at post-treatment intervals: 1 week, 1 month, and 3 months, 6 months and 12 months. The validated rating assessment of dyskinesia will be administered by a movement disorder neurologist or physical therapy specialist in an outpatient clinic setting. The primary measure utilized in this protocol will be a reduction in the contralateral upper extremity. Additionally, a total/overall dyskinesia score will be obtained for each patient at each time interval by summing the appendicular and axial scores., 3 months after treatment",,,Yonsei University,,ALL,"ADULT, OLDER_ADULT",PHASE1,10,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,1-2013-0051,2013-11-08,2017-05-16,2017-05-16,2013-12-06,,2019-01-24,"Department of Neurosurgery, Yonsei University College of Medicine, Seoul, 120752, Korea, Republic of",
NCT05624385,MRgFUS Thalamotomy for Therapy-Resistant Tremor-related Disease With Low SDR Value,https://clinicaltrials.gov/study/NCT05624385,,RECRUITING,"A study to evaluate the effectiveness and safety of ExAblate transcranial MRgFUS Thalamotomy treatment of medication refractory tremor-related diseases subjects with low skull density ratio (SDR) value.

Essential tremor (ET) and Parkinson disease (PD) are the most prevalent tremor disorders. ET, considered as a pure tremor disease, is characterized by upper limb intention or postural tremor, while PD is characterized by a variety of motor and non-motor symptoms, among them rest tremor. A number of studies have demonstrated that Magnetic resonance-guided focused ultrasound (MRgFUS) thalamotomy is a minimally invasive and effective procedure suitable for medication-refractory tremor in patients with ET and patients with PD. However, the skull is the main barrier to MRgFUS thalamotomy therapy and patients are screened by calculating SDR value before treatment. The US FDA recommended SDR value \>0.45±0.05 as the inclusion criterion for screening patients with tremor treated by MRgFUS system. However, about 20%-50% of patients with SDR value are lower than this standard, which makes this part of patients excluded and unable to accept this treatment with many advantages such as non-invasive, no need for general anesthesia, and no need for hardware implantation. Therefore, this study intended to evaluate the safety and effectiveness of MRgFUS thalamotomy in the treatment of tremor-related patients with low SDR value, so as to provide clinical basis for more patients with tremor to benefit from this treatment.",NO,Movement Disorders,DEVICE: MRgFUS treatment,"1.1 Safety To evaluate the incidence and severity of adverse events (AE/AEs) associated with ExAblate Transcranial MRgFUS treatment of subjects during 2-year follow-up., All AE reported by the investigator are classified as: definitely relevant, very likely relevant, probably relevant, probably not relevant or definitely not relevant to the product under study, where definitely relevant, very likely relevant, possibly relevant are classified as relevant, probably not relevant and definitely not relevant are classified as irrelevant., 2 years","2.1. Safety To evaluate the incidence and severity of adverse events (AE/AEs) after ExAblate Transcranial MRgFUS treatment of subjects at 24 hours, 1 month, 3 months, 6 months, 12 months, and 2 years follow-up., To evaluate the incidence of unexpected adverse device events (UADE) within 2 years after the treatment of the study product., 2 years|2.2. Effectiveness, The effectiveness will be evaluated by the hand tremor subscore (on a scale ranging from 0 to 32 when the dominant hand is treated and 0 to 28 points when the nondominant hand is treated, with higher scores indicating more severe tremor), which was derived from the Clinical Rating Scale for Tremor (CRST) . Both the treatment side and the non-treatment side of the subject will be evaluated.

Clinical evaluation will be conducted at the following time points: at screening, at baseline, and 1, 3, 6, 12 months, and 2 years after treatment., 2 years",,Chinese PLA General Hospital,,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,MRgFUS-Tremor Disorders,2023-02-17,2024-12-01,2025-12-01,2022-11-22,,2023-04-04,"Chinese PLA General Hospital, Beijing, China",
