NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT06036199,Focused Ultrasound Pallidotomy for Dyskinetic Cerebral Palsy in Pediatric and Young Adult Subjects,https://clinicaltrials.gov/study/NCT06036199,,NOT_YET_RECRUITING,The primary objective of the proposed study is to evaluate the safety of ExAblate Transcranial MRgFUS as a tool for creating bilateral or unilateral lesions in the globus pallidus (GPi) in patients with treatment-refractory secondary dystonia due to dyskinetic cerebral palsy,NO,"Cerebral Palsy, Dyskinetic|Secondary Dystonia",DEVICE: Focused Ultrasound Pallidotomy,"Incidence and severity of device-related and procedure-related adverse events (AE), Safety will be determined by an evaluation of the incidence and severity of device-related and procedure-related adverse events (AE) from the first treatment day visit through the 24-month post-treatment time point. All AEs will be reported and categorized as related to the device versus the ablation procedure., 2 years","Burke-Fahn-Marsden-Dystonia Rating Scale movement and disability, Assessment of speech and swallowing. Score range: 0-30, 0 indicates complete independence, 30 indicates complete dependence., 2 years|Family Scale (FaBel), Assessment of the burden for caregivers. Score range: 0-84, 0 indicates no burden, 84 indicates very severe burden., 2 years|Canadian Occupational Performance Measure (COPM), Assessment of activities of daily living., 2 years|Gross Motor Function Measure (GMFM-66), Assessment of physical disability. Score range: 0-3, 0 indicates no performance, 3 indicates complete performance., 2 years|Gross Motor Function Classification System (GMFCS), Degree of physical impairment. Score range: 1-5, 1 indicates no limitations, 5 indicates severe limitations., 2 years|SF-36 for assessment of quality of life, Assessment of quality of life of subject. Score range: 0-100, 0 indicates bad health state, 100 indicates an excellent health state., 2 years|Caregiver Priorities and Child Health Index of Life with Disabilities (CPCHILD), Assessment of Quality of life of Caregivers and Subject. Score range: 0-100, 0 indicates a bad score, 100 indicates an excellent score., 2 years|Frenchay Dysarthria Assessment, Assessment of speech and swallowing. Score range:, 2 years|Assessment of Cognition, Snijders-Oomen-Non-Verbal-Intelligence Test (SON-R), 2 years|Strengths and Difficulties Questionnaire, Assessment of mood and attention. Score range: 0-40, 0 indicates normal, 40 indicates abnormal., 2 years|Assessment of Attention, Attentional Network Test (ANT), 2 years|Assessment of cognition, Non-Verbal-Learning Test (NVLT), 2 years|Wong Baker Faces, Assessment of pain. Score range; 0-10, 0 indicates no pain, 10 indicates worst pain., 2 years|Tardieu Scale, Assessment of the severity of spasticity. Score range: 0-5, 0 indicates no resistance, 5 indicates no movement., 2 years|Dyskinesia Impairment Scale (DIS), Assessment of the severity of chorea and dystonia. Score range: 0-576, 0 indicates no dystonia, 576 indicates very severe dystonia., 2 years|Barry Albright Dystonia Scale, Score range: 0-32, 0 indicates no dystonia, 32 indicates severe dystonia., 2 years",,Children's National Research Institute,,ALL,"CHILD, ADULT",NA,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,G230044,2023-09,2025-08,2025-08,2023-09-13,,2023-09-13,,
NCT02246374,ExAblate Transcranial MRgFUS of the Subthalamic Nucleus for Treatment of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02246374,,ACTIVE_NOT_RECRUITING,This is primarily a safety protocol to evaluate the safety of subthalamotomy using Transcranial ExAblate for treatment of Parkinson's Disease (PD) motor features.,NO,Parkinson's Disease,DEVICE: ExAblate Transcranial System,"Incidence and severity of adverse events, Safety will evaluate the incidence and severity of adverse events associated with ExAblate subthalamotomy for the treatment of Parkinson's Disease motor features., Baseline to 4 months post treatment|Mean change in MDS-UPDRS Part III scores, This is a feasibility trial with no hypothesis testing. Primary efficacy will be evaluated using basic summary statistics including comparison of between- and within-group differences in the mean change (from baseline to 4 months) of the motor MDS-UPDRS Part III score for the side contralateral to subthalamotomy in the off-medication condition., Baseline to 4 months post treatment","Long Term Adverse Events Profile, Additional safety will be evaluated by follow up of adverse events through 12 months post treatment., Baseline to 12- months post treatment","Mean change in MDS-UPDRS total score, Duration of outcomes will be further evaluated using the MDS-UPDRS total score, Baseline to 12- months post treatment|Mean change in MDS-UPDRS Part IV scores, Long term impact of ExAblate transcranial pallidotomy will be further evaluated using the MPS-UPDRS Part IV scores, Baseline to 12-months post treatment",InSightec,,ALL,"ADULT, OLDER_ADULT",NA,7,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",PD003,2014-09,2023-06,2023-12,2014-09-22,,2022-12-20,"University of Virginia, Charlottesville, Virginia, 22908, United States",
NCT05512299,Investigating Cerebellar Inhibition and Its Clinical Significance in Parkinsonian Tremor and Intention Tremor,https://clinicaltrials.gov/study/NCT05512299,,RECRUITING,"Cerebellocerebral connection plays an important function in motor control. Nowadays it can be investigated with neuroimaging and physiological methods in humans. Cerebellar inhibition (CBI) is a phenomenon showing a physiological suppression of the motor evoked potential (MEP) evoked from the motor cortex (M1) by delivering a preceding transcranial magnetic stimulation (TMS) on the contralateral cerebellum. Despite the mediated pathway is supposed to be the cerebello-dentato-thalamo-cortical (CDTC) circuit, there is no conclusive evidence. In addition, the clinical significant of CBI remains unclear. Based on our previous studies, we found that the patients with advanced tremor show an impaired Bereitschaftspotential. The findings support a notion that the patients with tremor bear dysfunction of the CDTC circuit. Intriguingly, the pathogenesis of the parkinsonian tremor is highly associated with the CDTC circuit. The ""dimmer-switch"" model suggests that the basal ganglia-thalamo-cortical circuit dysfunction may initiate the resting tremor, and the following CDTC circuit dysfunction will lead to the large-amplitude resting and postural tremor in Parkinson's disease (PD). The intention tremor is usually found in the patients with cerebellar degeneration, which is also relevant to the CDTC circuit dysfunction. We expect that the clinical significance of CBI and the mediated pathway of CBI will be clarified by this study.",NO,Tremor,DIAGNOSTIC_TEST: Transcranial Magnetic Stimulation,"Change from baseline cerebellar inhibition (CBI) input output curve, The CBI is recorded with two different TMS coils. The figure-of-eight coil (2X90 mm) is used for the motor cortex stimulation and the double cone coil (2X126 mm) is used for the cerebellar stimulation. The target recording muscle is first dorsal interosseous (FDI). The TMS intensity used to induce an average MEP amplitude of 0.5 mV is also determined. CBI is measured by a paired TMS with an inter-stimulus interval of 6 ms. That is, the test TMS at M1 is delivered 6 ms following the conditional TMS at contralateral cerebellum.

There are five TMS intensities used for the conditional cerebellar stimulation: 80%, 90%, 100%, 110% and 120% inion active motor threshold. Ten trials are recorded for each TMS intensity with a pseudorandomized order. The interval between two cerebellum-M1 TMS pairs is 8-seconds with 25% variability (i.e. 6-10 s) to reduce the prediction bias., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS|Change from baseline functional magnetic resonance imaging, In this study we mainly adopt diffusion tensor imaging (DTI) to quantify two interested projections: the pallidothalamic pathway and the dentatothalamic pathway.

Diffusion tensor imaging of fifty gradient directions is acquired with five non-gradient (B0) images. The B-value is 1500 s/mm2, FOV = 240mm x 240mm, image matrix = 96 x 96, slice thickness = 2.5mm with zero gap. The voxel size is 2.5 x 2.5 x 2.5 mm3 isotopically. The TR was approximately 10000ms which is adjusted to match the slice number of requirements. Image acquired with axial direction, 56 slices to cover the whole brain., baseline (before the MRgFUS), 48-weeks after the MRgFUS","Change from baseline clinical evaluations, In addition to a detailed history and neurological examinations, the clinical assessment also includes International Parkinson and Movement Disorder Society-sponsored UPDRS (MDS-UPDRS) and clinical rating scale for tremor (CRST)for the PD patients. The Scale for the Assessment and Rating of Ataxia (SARA) and CRST are adopted for the patients with cerebellar degeneration., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS|Change from baseline gait analysis, The gait analysis system (Zeno Walkway System with PKMAS) provides detailed gait parameters including velocity, cadence, pressure and cyclogram.

Variables in gait analysis: 1.Gait initiation, 2.Level walking, 3.Gait termination., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS|Change from baseline surface electromyography and eye-tracking pattern, The pattern of eye-tracking and surface electromyography (SEMG) with accelerometer will be recorded to monitor the therapy outcome. The eye-tracking system (EyeLink 1000 Plus) will track eye movements regarding the target fixation, saccade, smooth pursuit and image stimuli. The multiple SEMG recording (CED Power1401) will focus on the arm and hand muscles relevant to the tremor (e.g. first dorsal interosseous, abductor pollicis brevis, extensor carpi radialis and flexor carpi radialis). The accelerometer can also reveal the mechanical information of the tremor oscillation., baseline (before the MRgFUS), 1-day, 24-weeks and 48-weeks after the MRgFUS",,China Medical University Hospital,"Ministry of Science and Technology, Taiwan",ALL,"ADULT, OLDER_ADULT",,84,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,CMUH111-REC3-014,2022-08-01,2023-07-31,2024-07-31,2022-08-23,,2022-08-23,"Department of Neurology, China Medical University Hospital, Taichung, 40447, Taiwan",
NCT04250376,The Use of Transcranial Focused Ultrasound for the Treatment of Neurodegenerative Dementias,https://clinicaltrials.gov/study/NCT04250376,,ENROLLING_BY_INVITATION,The purpose of this open label study is to evaluate longer term tolerability and early efficacy of transcranial ultrasound in the treatment of patients with mild cognitive impairment or dementia.,NO,Mild Cognitive Impairment|Mild Dementia|Parkinson Disease|Alzheimer Disease,DEVICE: Focused Transcranial Ultrasound,"Quick Dementia Rating Scale, The Quick Dementia Rating Scale (QDRS) is an interview-based tool administered by study officials to participants' caregivers used to obtain observations from a consistent source. The QDRS form consists of 10 categorical questions (5 cognitive, 5 functional), each with 5 detailed options depicting the level of impairment as either 0 (normal), 0.5 (mild/inconsistent impairment), 1 (mild/consistent impairment), 2 (moderate impairment), or 3 (severe impairment). Based on the conversion table outlined in Dr. James Galvin's research (2015), total QDRS scores were converted to Clinical Dementia Rating (CDR) scale levels ranging from 0 (normal aging), 0.5 (mild cognitive impairment), 1 (mild dementia), 2 (moderate dementia), and 3 (severe dementia)., Baseline","Repeatable Battery Assessment for Neuropsychological Status (RBANS), RBANS assesses immediate memory, visuospatial skill, language, attention, and delayed memory. Patient performance on each subscale immediate memory, language, attention, visuospatial, and delayed memory are scored relative to validated norms for same-aged peers. A change of 8+ points in the Total Scale score, 11+ points in the Immediate Memory score, 9+ points in the Language score, 4+ points on the Attention score, 14+ points is considered significant for the Visuospatial score, and 10+ points for the Delayed Memory score are considered significant., Baseline|Repeatable Battery Assessment for Neuropsychological Status (RBANS), RBANS assesses immediate memory, visuospatial skill, language, attention, and delayed memory. Patient performance on each subscale immediate memory, language, attention, visuospatial, and delayed memory are scored relative to validated norms for same-aged peers. A change of 8+ points in the Total Scale score, 11+ points in the Immediate Memory score, 9+ points in the Language score, 4+ points on the Attention score, 14+ points is considered significant for the Visuospatial score, and 10+ points for the Delayed Memory score are considered significant., After final ultrasound (8 weeks from baseline)|Montreal Cognitive Assessment (MoCA), The MoCA evaluates frontal-executive functions (e.g., verbal abstraction and mental calculation), language (e.g., confrontation naming, phonemic fluency), orientation (e.g., person, place, date, day of the week, and time), visuospatial construction (e.g., simple figure copy), divided visual attention, and immediate and delayed memory of unstructured information. MoCA scores range from 0-30 possible points; 26 or greater is considered to reflect normal cognitive status., Baseline|Montreal Cognitive Assessment (MoCA), The MoCA evaluates frontal-executive functions (e.g., verbal abstraction and mental calculation), language (e.g., confrontation naming, phonemic fluency), orientation (e.g., person, place, date, day of the week, and time), visuospatial construction (e.g., simple figure copy), divided visual attention, and immediate and delayed memory of unstructured information. MoCA scores range from 0-30 possible points; 26 or greater is considered to reflect normal cognitive status., After final ultrasound (8 weeks from baseline)|Quick Dementia Rating Scale (QDRS), The Quick Dementia Rating Scale (QDRS) is an interview-based tool administered by study officials to participants' caregivers used to obtain observations from a consistent source. The QDRS form consists of 10 categorical questions (5 cognitive, 5 functional), each with 5 detailed options depicting the level of impairment as either 0 (normal), 0.5 (mild/inconsistent impairment), 1 (mild/consistent impairment), 2 (moderate impairment), or 3 (severe impairment). Based on the conversion table outlined in Dr. James Galvin's research (2015), total QDRS scores were converted to Clinical Dementia Rating (CDR) scale levels ranging from 0 (normal aging), 0.5 (mild cognitive impairment), 1 (mild dementia), 2 (moderate dementia), and 3 (severe dementia)., After final ultrasound (8 weeks from baseline)",,Neurological Associates of West Los Angeles,,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,32222-1,2017-11-27,2024-12,2025-01,2020-01-31,,2023-03-24,"Neurological Associates of West LA, Santa Monica, California, 90403, United States",
NCT02003248,A Feasibility Study to Evaluate Safety and Initial Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Pallidotomy in the Treatment of Dyskinesia of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02003248,,COMPLETED,"The proposed study is to evaluate the safety and initial effectiveness of the ExAblate Transcranial MRI-guided focused ultrasound (MRgFUS) treatment of patients with dyskinesia of Parkinson's Disease (PD)

* Safety: To evaluate the incidence and severity of adverse events (AE/AEs) associated with ExAblate Transcranial MRgFUS treatment of dyskinesia of PD
* Effectiveness: To determine the level of effectiveness of the ExAblate Transcranial MRgFUS treatment of dyskinesia of PD.Efficacy will be determined utilizing the UPDRS-IV for dyskinesia in PD from examinations at baseline and every 3-Months post-ExAblate treatment.

This study is designed as a prospective, single-site, single arm, nonrandomized study. Assessments will be made before and three months after MRgFUS for clinical symptom relief, quality of life (QoL) improvements, and safety of MRgFUS in the treatment of LID. Relative Safety will be evaluated using a common description of Significant Clinical Complications for patients treated in this study. This study will be performed on the 3T MR scanners.",NO,Levodopa Induced Dyskinesia in Patients With Parkinson's Disease,DEVICE: transcranial magnetic resonance guided focused ultrasound pallidotomy,"the unified dyskinesia rating scale (UdysRS) and UPDRS part IV, Dyskinesia will be assessed for each treated PD patient using the UDysRS and UPDRS part IV at baseline before treatment and at post-treatment intervals: 1 week, 1 month, and 3 months, 6 months and 12 months. The validated rating assessment of dyskinesia will be administered by a movement disorder neurologist or physical therapy specialist in an outpatient clinic setting. The primary measure utilized in this protocol will be a reduction in the contralateral upper extremity. Additionally, a total/overall dyskinesia score will be obtained for each patient at each time interval by summing the appendicular and axial scores., 3 months after treatment",,,Yonsei University,,ALL,"ADULT, OLDER_ADULT",PHASE1,10,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,1-2013-0051,2013-11-08,2017-05-16,2017-05-16,2013-12-06,,2019-01-24,"Department of Neurosurgery, Yonsei University College of Medicine, Seoul, 120752, Korea, Republic of",
NCT06032585,TRANSPARK_LONG: The Diagnostic Value of Early Transcranial Ultrasound in Patients With Extrapyramidal Diseases in a Swedish Population,https://clinicaltrials.gov/study/NCT06032585,,NOT_YET_RECRUITING,"Popular science summary of the project The purpose of the study is to investigate in a Swedish population how well the investigators' previous ultrasound findings match the final diagnosis (PD, APS or ET) after a particularly long follow-up time, which greatly increases the certainty that the diagnosis does not change more and is thus correct. Furthermore, the investigators want to study whether the initial ultrasound findings have changed during the control interval and whether measurement results regarding the diameter in one of the fluid-filled rooms in the brain (third ventricle) can be correlated with the development of cognitive impairment or dementia later in the course of the disease. For this, this study have got ethical permission to go into the patients' medical records and to call a subgroup back to the clinic to be able to do a new examination and a memory test.",NO,Parkinsonism|Tremor|Dementia,,"Correlation, Is hyperechogenicity of substantia nigra at mesencephal plane (measured bilaterally in mm2 by transcranial b-mode sonography correlated with a high percentage of patients with classical Parkinsons Disease in contrast to atypical parkinsonism patients?, over 7-10 yrs","Correlation, Is 3rd ventricle atrophy (measured in mm by b-mode transcranial sonography) correlated with a high % of demented patients in the cohort?, 7-10 (retrospective)",,Region Skane,,ALL,"ADULT, OLDER_ADULT",,80,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,Dnr 2022-06697-01,2023-10,2024-10,2025-10,2023-09-13,,2023-10-31,"Skåne Univ Hospital, Malmö, Skåne, 20502, Sweden",
NCT02263885,ExAblate Transcranial MRgFUS of the Globus Pallidum for Treatment of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02263885,,COMPLETED,"The proposed study will evaluate the safety, and initial efficacy of using the ExAblate Transcranial to create a unilateral lesion in the globus pallidus as an adjunct to PD medications in subjects who are over 30 years of age and considered medication-refractory with advanced idiopathic Parkinson's disease (PD).",YES,Parkinson's Disease,DEVICE: ExAblate Transcranial System,"Adverse Events, The primary outcome of this feasibility trial was safety. Adverse Events were categorized by physicians as mild, moderate, or severe. Events resulting in impairment, requiring intervention to preclude impairment, or that were life threatening, and deaths were reported by physicians as Serious Adverse Events. Outcomes are entered in the adverse events module., Month 24","Unified Dyskinesia Rating Scale Total Score., The Unified Dyskinesia Rating Scale Total score assesses overall involuntary movements associated with the treatment of Parkinson's disease. The minimum score possible is 0. The maximum total score possible is 104. High scores show worse symptoms., Screening, Month 3, Month 6, Month 12, Month 24|Unified Dyskinesia Rating Scale (UDysRS), Part III, The Unified Dyskinesia Ratient Scale (UDysRS) was developed to assess involuntary movements often associated with the treatment of Parkinson's disease. Part III evaluates the intensity of impairment of dyskinesia with respect to the performance of 7 tasks on a scale of 0 to 4. The sum of the Part III score ranges 0 to 28 and high scores show worse symptoms., Screening, Month 3, Month 6, Month 12, Month 24|Movement Disorders Society - Unified Parkinson's Disease Rating Scale (MDS-UPDRS), Part III Motor Exam, The Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRSP Part III motor exam focuses specifically on the treated side tremor and motor fluctuations. Each of 11 items are scored from 0 to 4 for a total score minimum of 0 and a maximum of 44 points. High scores show worse symptoms., Screening, Month 3, Month 6, Month 12, Month 24|Mood Disorders Society - Unified Parkinson's Disease Rating Scale Part II, .Part II of the Mood Disorders Society Unified Parkinson's Disease Rating Scale focuses on the impact of symptoms on motor aspects of daily living. Part II consists of 13 items scored from 0 to 4 for a maximum score of 52. High Part II scores indicate worse (greater) impact., Screening, Month 3, Month 6, Month 12, Month 24|Mood Disorder Society Unified Parkinson's Disease Rating Scale Part IV, Part IV of the Mood Disorder Society Unified Parkinson's Disease Rating Scale assesses dyskinesias that include OFF-state dystonia; items include time spent with dyskinesia, functional impact of dyskinesia, time spent in the OFF state, functional impact of fluctuations, complexity of motor fluctuations and painful OFF state dystonia. Six items are scored 0 to 4 with a maximum total score of 24. High scores indicate worse symptoms., Screening, Month 3, Month 6, Month 12, Month 24",,InSightec,,ALL,"ADULT, OLDER_ADULT",NA,20,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PD002,2015-04,2019-05-15,2019-07-26,2014-10-13,2021-09-07,2022-01-19,"Stanford University Medical Center, Stanford, California, 94305, United States|University of Maryland Medical System, Baltimore, Maryland, 21201, United States|Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States|The Ohio State Wexner Medical Center, Columbus, Ohio, 43210, United States|University of Virginia, Charlottesville, Virginia, 22908, United States","Study Protocol and Statistical Analysis Plan, https://storage.googleapis.com/ctgov2-large-docs/85/NCT02263885/Prot_SAP_000.pdf"
NCT06090292,Effects of Peripheral Electrical Stimulation With Focused Ultrasound on Motor Symptoms in Parkinson's Patients,https://clinicaltrials.gov/study/NCT06090292,tbFUS-FES_PD,RECRUITING,"Transcranial Ultrasound Stimulation (TUS) is an emerging non-invasive brain stimulation(NIBS) technique that can be used on both superficial and deep brain targets with a high spatial resolution as small as a few cubic millimeters. Functional Electrical stimulation is a peripheral stimulation technique researched and clinically used to restore motor function following conditions like stroke and Spinal cord injury. To date, there are no studies that have looked at the neuro modulatory effects of combining TUS and FES on motor symptoms in patients with Parkinson's disease. The current study aims to understand the neuromodulatory effects of combining tbFUS to bilateral primary motor cortex (M1) in Parkinsons's disease patients immediately followed by bilateral upper extremity FES of the hand muscles for improving motor symptoms.",NO,Parkinson Disease,DEVICE: Real TUS|DEVICE: Real FES|DEVICE: Sham TUS|DEVICE: Sham FES,"Averaged 1mV Motor Evoked Potential (MEP) Amplitude recorded from the right and left FDI, APB and ADM, To obtain this measurement from both hemispheres, a Transcranial magnetic stimulator's (TMS) power output (expressed as %Maximum Stimulator Output or %MSO) will be adjusted to an intensity that consistently evokes MEP peak-to-peak amplitudes of \~1mV in the right and left FDI when applied to the left primary motor cortex (LM1) and right motor cortex (RM1) respectively, before any neuromodulatory intervention (Pre-I 1mV)., Baseline, immediately after sonication (T0) , T30 (immediately after FES) and T60 (30 minutes after FES).","Unified Parkinsons Disease Rating Scale (UPDRS), Change of UPDRS score, Baseline, T30 (immediately after FES) and T60 (30 minutes after FES).|Finger tapping task, Correlation of the changes in UPDRS scores with the velocity change during finger tapping task as recorded by an accelerometer, Baseline, T30 (immediately after FES) and T60 (30 minutes after FES).",,"University Health Network, Toronto",,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",20-5740 #3,2023-06-13,2024-12-13,2025-06-13,2023-10-19,,2023-10-19,"Toronto Western Hospital, Toronto, Ontario, M5T 2S8, Canada",
NCT04074031,Transcranial Ultrasound Therapy of Essential Tremor,https://clinicaltrials.gov/study/NCT04074031,ULTRABRAINTher,ACTIVE_NOT_RECRUITING,"Context. Essential tremor (ET) is a common disease, disabling in severe forms and resistant to drug treatment. In patients with severe ET, invasive neurosurgical technique such as deep brain stimulation of the Ventral Intermediate (VIM) nucleus of the thalamus is used. Focused ultrasound therapy, creating a small lesion of VIM represents an effective therapeutic alternative of low morbidity with the advantage of not requiring the opening of the skull and penetration into the brain. This therapy is performed under stereotactic guidance. Validation of the target before lesioning is done by testing the clinical effect by a gradual increase in temperature, resulting in tremor reduction. However, the gradual temperature increase in the targeting phase is suboptimal because it can decrease the efficiency of the lesioning procedure. The aim of this research project is to test an innovation of fundamental physics developed by the Langevin Institute, which would allow the reversible modulation of nerve tissue by ultrasonic waves without heating, to predict the effectiveness of treatment of the chosen target within the VIM before creating an irreversible lesion.

Methodology: Fifteen patients with severe and resistant essential tremor will be included in the study. A multimodal MRI will be performed for target calculation using several targeting methods for VIM developed during step 1. For each target, the application of neuro-modulation by ultrasound will allow determine the effect obtained on the tremor (quantified with adequate clinical scales - as Tremor rating scale (CRST), and the recording of electromyographic activity of the upper limbs) and the absence of side effects. A definitive millimetric lesion will be performed at the level of the most relevant target in order to maintain the clinical effect obtained. The procedure will be controlled by thermal MRI sequences. Post-therapy clinical and MRI multimodal follow-up will take place on D1, D7, M1, M2, M3, M6, M12 and M24.

Perspectives and Innovation: This project will test clinically the low intensity ultrasound neuromodulation jointly developed by the Langevin Institute and the Brain and Spine Institute ( ICM) in order to refine the targeting procedure of high intensity transcranial focused ultrasound therapy. In perspective, reversible neuromodulation performed in vivo in humans represents a considerable advance in the exploration and future treatment of neurological and psychiatric diseases such as depression. The translational collaboration between the physicists of the Langevin Institute, the ICM and the medical services of the Pitié-Salpêtrière guarantees the feasibility and quality of this first joint therapeutic trial.",NO,Essential Tremor,DEVICE: Transcranial Ultrasound Therapy (Exablate® 4000 Type 1.1),"The main objective is to evaluate the efficacy of Vim lesion produced by transcranial focused ultrasound on contralateral upper limb tremor at the 3-month procedure., The primary endpoint is the reduction of the severity of essential tremor measured by the clinical assessment of contralateral upper limb tremor at the lesion quantified by CRST A and B at V5 (3 months) compared with V1., 3 MONTHS","Interest of neuromodulation effect for the prediction of the final clinical effect, Interest of neuromodulation in the change of the initially defined target in calculating how many times the target has been changed compared to the reference method and therefore the relevance of the neuromodulation effect for the prediction of the final clinical effect at 3 and 12 months on tremor of the upper limb controlateral to the lesion, 3 MONTHS|Adverse events, The number of adverse events reported or observed between inclusion and the 24th month post-procedure. These events will be collected at all visits from V2 to V8. These events will be classified as sever and non-sever events. They will also be classified as events attributable to the procedure by the medical device, attributable to the lesion or independent of both according to the assumed pathophysiology of the effect., 24 MONTHS",,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,APHP190407,2020-01-07,2023-01-10,2024-10-04,2019-08-29,,2024-01-25,"Hôpital Pitié Salpétrière, Paris, 75013, France",
NCT05965960,Investigating LFP Correlates of TUS in Patients With Movement Disorders,https://clinicaltrials.gov/study/NCT05965960,TUS-LFP,RECRUITING,"Transcranial Ultrasound Stimulation (TUS) is an emerging non-invasive brain stimulation(NIBS) technique that can be used on both superficial and deep brain targets with a high spatial resolution as small as a few cubic millimeters. Neural correlates of TUS have yet been elucidated. To date, no intracranial recordings (i.e., local field potential \[LFP\]) have been captured during or after TUS in patients with movement disorders. In this study, we are aiming to profile basal ganglia LFP activity during and after TUS by using a DBS system that is capable of recording LFP. This can shed light on mechanisms of TUS, as well as allow identification of a neurophysiological biomarker that can be used to tune the TUS sonication parameters for future clinical trials.",NO,Parkinson Disease|Essential Tremor|Dystonia,DEVICE: TUS Active|DEVICE: TUS Sham,"LFP power (Experiment 1), The change of power of LFPs across different frequencies, 5 minutes long recordings during both study visits at 1) Baseline (20-30 minutes before sonication), 2) during sonication, 3) 10 minutes after sonication, 4) 30 minutes after sonication, and 5) 45 minutes after sonication|Stimulation artifact (Experiment 2), Presence of a stimulation artifact during LFP recordings, Online during sonications","UPDRS (Experiment 1), Change of UPDRS score, Two assessments will be conducted during each study visit: one at baseline (within the first minute of the study) and the other upon completion of the study visit (between 120 and 130 minutes after the study visit initiation).|Finger tapping task (Experiment 1), Correlation of LFP power change with the velocity change during finger tapping task as recorded by an accelerometer, LFPs during finger tapping will be recorded at each visit for half minute at 1) Baseline (20-30 minutes before sonication), 2) 10 minutes after sonication, 3) 30 minutes after sonication, and 4) 45 minutes after sonication|Adverse effect profile (Experiment 1 and 2), Presence of adverse effects as reported subjectively by the patient, From the initiation of the study up to 1 day after its completion.",,"University Health Network, Toronto",,ALL,"ADULT, OLDER_ADULT",NA,25,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",20-5740#2,2023-05-18,2024-06-01,2024-06-01,2023-07-28,,2023-10-10,"Toronto Western Hospital, Toronto, Ontario, M5T 2S8, Canada",
