NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT00954421,Use of Two Deep Brain Stimulation (DBS) Electrodes to Treat Post-Traumatic Tremor,https://clinicaltrials.gov/study/NCT00954421,,COMPLETED,"The purpose of this research study is to:

1. Determine whether deep brain stimulation (DBS) with two leads (very thin coiled wires) placed unilaterally (on one side of the brain) is beneficial to patients with multiple sclerosis (MS) tremor.
2. Compare the two different locations of the DBS lead placement in effectiveness for treatment of muscle tremors that do not respond to treatment with medication caused by multiple sclerosis.
3. Evaluate any side effects that may result from the two DBS leads.",YES,Multiple Sclerosis,DEVICE: Deep Brain Stimulation,"Fain-Tolosa-Marin Tremor Rating Scale (TRS) Change Score for Both VIM and VO ON (Baseline Minus 6 Months Post-implant), Tremor was evaluated using the Fain-Tolosa-Marin Tremor Rating Scale (TRS). Score was obtained by summing all 21 items, each of which assessed tremor on a scale of 0-4. Because some of the 21 items contained more than one subsection, total maximum score was 144, and minimum score was 0. Higher scores represent worse tremor.

Both VIM and VO stimulators will be turned ON and TRS score at 6 months will be compared to pre-implant (baseline)., Change from Baseline to Six Months","Fain-Tolosa-Marin Tremor Rating Scale (TRS) Change Score for Either VIM or VO On, and for Both VIM and VO Off (Baseline Minus 6 Months Post-implant), Tremor was evaluated using the Fain-Tolosa-Marin Tremor Rating Scale (TRS). Score was obtained by summing all 21 items, each of which assessed tremor on a scale of 0-4. Because some of the 21 items contained more than one subsection, total maximum score was 144, and minimum score was 0. Higher scores represent worse tremor.

Both VIM and VO stimulators will be turned ON and TRS score at 6 months will be compared to pre-implant (baseline).

Either VO or VIM stimulator will be turned on (as opposed to both stimulators, as in outcome measure 1), and change in Tremor Rating Scale scores will be compared. The effects of each individual stimulator will also be compared to both being turned on., Baseline to Six Months",,University of Florida,National Institute of Neurological Disorders and Stroke (NINDS)|Medtronic,ALL,"ADULT, OLDER_ADULT",NA,16,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,461-2006|K23NS052557,2006-11,2012-06,2013-12,2009-08-07,2014-04-15,2014-07-25,"University of Florida, Gainesville, Florida, 32610, United States",
NCT05713721,Sensorimotor Integration in Monogenic Parkinson-dystonia Syndromes,https://clinicaltrials.gov/study/NCT05713721,SensoMo-PD,RECRUITING,"Hereditary Parkinson and dystonia syndromes are rare, as are people who carry the predisposition for Parkinson or dystonia but do not have symptoms. It is particularly important to study these people because they are a good model for understanding the development of common non-hereditary Parkinson's and dystonia. To do this, the investigators want to look at how the brain works and how different areas of the brain communicate with each other. The investigators want to identify differences in brain regions connecting perception and action between mutation carriers that develop clinical symptoms and those who stay healthy in different subgroups of inherited Parkinson-dystonia syndromes. Mutation carriers with and without symptoms of three different inherited Parkinson-dystonia syndromes will be investigated at their homes with the help of a mobile examination unit. To detect even subtle signs, which the mutation carriers might not even be aware of, the investigators will use a detailed video-based and -documented movement examination and a non-invasive magnetic stimulation technique that investigates how a sensory, i.e., electrical stimulus can influence the motor response in a hand muscle. Our study will allow the investigators, on the one hand, to define specific markers that protect some mutation carriers from having clinical symptoms and, on the other hand, to identify neurophysiological characteristics that all mutation carriers share whether or not they have clinical symptoms. These are important information for a better understanding of the basis of these disorders and for the development of new treatment strategies, which can also be transferred to genetically-undefined Parkinson's and dystonia syndromes. Through this study, large groups of mutation carriers that have received an in-depth clinical and neurophysiological examination and can be investigated longitudinally in future studies will be build up.",NO,"Parkinson|Dystonia|DYT3|DYT5|PINK1 Gene Deletion|Dystonia, Familial",DEVICE: Transcranial magnetic stimulation (TMS)|OTHER: Video-based clinical examination|OTHER: 24 hours drug withdrawal of dopaminergic medication|OTHER: Evaluation of deep brain stimulation,"Contrast sensorimotor integration in patients with three different monogenic Parkinson-dystonia syndromes., Transcranial magnetic stimulation (short-latency afferent inhibition), Two timepoints (if applicable): With chronic dopaminergic medication vs. 24h drug withdrawal OR before and after deep brain stimulation implantation|Define whether asymptomatic mutation carriers show abnormalities in sensorimotor integration and clinical signs of Parkinson and dystonia upon video examination., Video based clinical examination, One timepoint|Correlate clinical symptom severity with changes in sensorimotor integration., Transcranial magnetic stimulation (short-latency afferent inhibition) and Video based clinical examination, Two timepoints (patients) or one timepoint (asymptomatic mutation carriers and healthy control participants)|Evaluate treatment effects on sensorimotor integration, e.g., for PARK-Parkin/PARK-PINK1 and DYT/PARK-GCH1 chronic dopaminergic medication and for DYT/PARK-TAF1 deep brain stimulation effects., Transcranial magnetic stimulation (short-latency afferent inhibition), Two timepoints (if applicable): With chronic dopaminergic medication vs. 24h drug withdrawal OR before and after deep brain stimulation implantation",,,University Hospital Schleswig-Holstein,Michael J. Fox Foundation for Parkinson's Research,ALL,"ADULT, OLDER_ADULT",,120,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,MJFF-022062,2023-01-01,2024-06-30,2024-12-31,2023-02-06,,2023-06-23,"Institute of Systems Motor Science Lübeck, Lübeck, Schleswig-Holstein, 23562, Germany",
NCT02384421,Adaptive Closed Loop Neuromodulation and Neural Signatures of Parkinson's Disease,https://clinicaltrials.gov/study/NCT02384421,aDBS,COMPLETED,"Continuous deep brain stimulation (cDBS) is an established therapy for the major motor signs in Parkinson's disease. Currently, cDBS is limited to ""open-loop"" stimulation, without real-time adjustment to the patient's state of activity, fluctuations and types of motor symptoms, medication dosages, or neural markers of the disease. The purpose of this study is to determine if an adaptive DBS system, responding to patient specific, clinically relevant neural or kinematic feedback, is efficacious on the motor Unified Parkinson's Disease Rating Scale (UPDRS III) and specific phenotypic measures in Parkinson's Disease compared to OFF therapy (i.e., OFF DBS and withdrawn from medication) and more efficient than cDBS. Not every recruited participant completed every part of the protocol.",YES,Parkinson's Disease,DEVICE: Adaptive DBS (Activa PC+S Neurostimulator)|DEVICE: Continuous DBS (Activa PC+S Neurostimulator),"Normalized Beta Band Power (13-30 Hz) During aDBS, Beta Band Power will be recorded continuously during intervention (30 minutes). The PC+S streams off power of the local field potential signal measured from the subthalamic nucleus in a frequency band of interest within the beta band (13-30 Hz). The amplitude of the signal, beta power, was streamed from each subthalamic nucleus (STN) during the calibration period of the experiment when DBS was off (i.e., OFF therapy), when continuous DBS was set at the lower and upper stimulation voltage that were found for determining the stimulation limits of adaptive DBS, and during the 30 minutes of aDBS. We calculated the median observed beta power during aDBS. To compute normalized beta band power, the median value was divided by the observed beta power OFF therapy and during the continuous DBS at the lower and upper voltage. A value less than 1 indicates reduced beta power during aDBS compared to the other conditions., 30 minutes|Change in UPDRS III Score, Movement Disorder Society's Unified Parkinson's Disease Rating Scale III (UPDRS III) score will be measured after 30 minutes of intervention and compared to baseline. Scores on the UPDRS III range from 0-132. Higher scores represent a worse outcome.

For some participants, a modified UPDRS III was used in which items 3.9, 3.10, 3.11, 3.12, and 3.13 were excluded to only focus on the seated portion of the assessment, or only one hemibody was tested if the aDBS controller was only controlling one subthalamic nucleus., 30 minutes","Disease Symptoms (Tremor), Mean tremor power calculated from a triaxial gyroscope using a fast Fourier transform averaged between 4 and 8 Hz. Higher tremor power indicates worse tremor., 30 minutes|Disease Symptoms (Freezing of Gait), Percent time freezing during a stepping-in-place task. Higher percent time freezing represents a worse outcome., 30 minutes|Disease Symptoms (Bradykinesia), The root mean squared of the angular velocity during a wrist-flexion extension task. Higher root mean squared of angular velocity represents a better outcome., 30 minutes|DBS Voltage, The median stimulation voltage during the aDBS run was determined for each individual's subthalamic nucleus. The overall group mean of the median stimulation voltages was compared to the group mean of the clinical continuous DBS (cDBS) median voltages., 30 minutes",,Stanford University,,ALL,"ADULT, OLDER_ADULT",NA,22,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,30880,2015-01,2019-09-23,2021-08-16,2015-03-10,2021-11-30,2022-02-01,"Stanford Movement Disorders Center, Stanford, California, 94305-5235, United States","Study Protocol, Statistical Analysis Plan, and Informed Consent Form, https://storage.googleapis.com/ctgov2-large-docs/21/NCT02384421/Prot_SAP_ICF_000.pdf"
NCT00004421,Deep Brain Stimulation in Treating Patients With Dystonia,https://clinicaltrials.gov/study/NCT00004421,,COMPLETED,"RATIONALE: Dystonia is a disorder in which the muscles that control voluntary movements are persistently or intermittently contracted (not relaxed). Deep brain stimulation is provided by a small, battery operated implant placed under the skin of the chest that delivers low voltage electrical pulses through a wire under the skin that is connected to a specific area of the brain. Deep brain stimulation may help lessen the symptoms of dystonia.

PURPOSE: Phase II/III trial to study the effectiveness of deep brain stimulation in treating patients who have dystonia.",NO,Dystonia,DEVICE: implanted pulse generator,,,,Icahn School of Medicine at Mount Sinai,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,15,OTHER,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,199/13315|MTS-FDR001452,1997-09,,2000-09,1999-10-19,,2015-03-25,"Mount Sinai Medical Center, NY, New York, New York, 10029, United States",
NCT03992625,Clinical Outcomes for Deep Brain Stimulation,https://clinicaltrials.gov/study/NCT03992625,,RECRUITING,"The object of this study is to longitudinally collect clinical outcomes of patients receiving deep brain stimulation for movement disorders with the objective of making retrospective comparisons and tracking of risks, benefits, and complications.",NO,Parkinson Disease|Essential Tremor|Dystonia,DEVICE: Deep Brain Stimulation,"UPDRS, United Parkinson's Disease Rating Scale (global assessment of motor, non-motor, and quality of life associated with symptoms of Parkinson disease). Total scores range from 0-199. Particular emphasis is paid to subsection 3 (motor), where scores range from 0-56., Change in UPDRS at 1 year after DBS (from preoperative baseline).",,,Washington University School of Medicine,National Institute for Biomedical Imaging and Bioengineering (NIBIB)|National Institute of Neurological Disorders and Stroke (NINDS),ALL,"CHILD, ADULT, OLDER_ADULT",,1000,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,201101744|R01NS075321|R01NS097437|R21NS098020|T32EB021955,2011-01-03,2030-01-01,2030-01-01,2019-06-20,,2019-06-20,"Washington University in St Louis, Saint Louis, Missouri, 63110, United States",
NCT02264925,"Thalamic LFPs and VIM DBS in Essential Tremor: Correlation, Evolution, and Therapeutic Perspectives",https://clinicaltrials.gov/study/NCT02264925,VIM-CLT,COMPLETED,The objective of this study is to characterize through spectral analysis intra-thalamic local field potentials (LFPs) recorded through implanted DBS leads during periods with and without tremor in patients suffering from severe essential tremor.,NO,Essential Tremor,DEVICE: Deep Brain Stimulation with Medtronic Activa PC+S systems,"LFPs records 3 month after implantation, in order to characterize the features of tremor-related thalamic activity during the initiation of movement-related tremor-induced activity, 3 month after implantation|LFPs records 12 month after implantation, in order to characterize the features of tremor-related thalamic activity during the initiation of movement-related tremor-induced activity, 12 month after implantation",,,"University Hospital, Bordeaux",APTES 100 rue boileau 69006 Lyon,ALL,"ADULT, OLDER_ADULT",NA,12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CHUBX 2013/15,2014-11,2020-11-19,2020-11-19,2014-10-15,,2021-08-13,"University Hospital Bordeaux, France, Bordeaux, 33076, France",
NCT04283812,New Stereotactic Frame System for Neurosurgery,https://clinicaltrials.gov/study/NCT04283812,,WITHDRAWN,"This study is designed to demonstrate an in-house developed re-attachable stereotactic system that can markedly reduce the overall deep brain stimulation (DBS) procedure time to greatly facilitate subject access to neurosurgical restorative therapies. Subjects will consist exclusively of individuals who have been approved to undergo deep brain stimulation surgery for the treatment of a neurological disorder at Mayo Clinic - Rochester MN. This study is a quantitative comparative, between-subject study enrolling approximately 10 subjects.",NO,Parkinson Disease|Essential Tremor|Dystonia|Tourette Syndrome|Obsessive-Compulsive Disorder,DEVICE: DBS Electrode Implantation using D1 Sterotactic System,"3D Euclidian distance error, 3D Euclidian distance error between the MR planned coordinate (XP, YP, ZP) and CT confirmed actual DBS coordinate (XA, YA, ZA) will be calculated. The 3D distance error comparable or lower to conventional system will be accounted as success criteria., Within 1 month post-DBS surgery.|Trajectory accuracy, A trajectory accuracy will be determined by comparing Collar Angle (CA) and Arc Angle (AA) between MR planned angles (CAP and AAP) and CT confirmed actual angles (CAA and AAA). The non-significant difference between MR planned and CT confirmed angles will be accounted as success criteria., Within 1 month post-DBS surgery.|Operating room time, Operating room time will be counted and compared to conventional procedure (using Leksell frame). The average operating room time will be compared between conventional procedure and D1 Stereotactic System procedure. Significantly lower operating room time will be accounted as success criteria, Within 1 month post-DBS surgery.|Comfort level questionnaire, Comfort level questionnaire will be given to each subject after DBS surgery and removal of the device to assess their overall experience with device and surgery., Within 1 month post-DBS surgery.",,,Mayo Clinic,NaviNetics Inc.,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DEVICE_FEASIBILITY,18-011914,2023-01,2023-06,2023-06,2020-02-25,,2022-08-03,,
NCT00906412,Ventrointermediate Nucleus (VIM DBS) and Working Memory,https://clinicaltrials.gov/study/NCT00906412,WMVIM,COMPLETED,"This is part of a larger study for which participants have already completed memory and thinking tests. In this study, investigators are trying to learn how deep-brain stimulation affects memory skills in essential tremor (ET) patients. We are especially trying to figure out how stimulation on each side of the brain may affect working memory.",NO,Essential Tremor,,,,,Washington University School of Medicine,,ALL,"ADULT, OLDER_ADULT",,10,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,06-0732,2006-09,2013-09,2016-11,2009-05-21,,2016-11-10,"Washington University School of Medicine, St. Louis, Missouri, 63110, United States",
NCT03212885,Stimulation of the Rostral Zona Incerta for Parkinson's Disease,https://clinicaltrials.gov/study/NCT03212885,,ACTIVE_NOT_RECRUITING,"Patients with Parkinson's Disease who undergo Deep Brain Stimulation surgery receive symptom relief due to electrical stimulation of the brain. The target for the stimulation, in many cases, is the subthalamic nucleus (STN). The brain area just above the STN is called the rostral Zona Incerta (rZI). The rZI may be a potential target for deep brain stimulation, in combination with the STN.",NO,Parkinson Disease,DEVICE: Deep Brain Stimulation,"Motor testing, Blinded UPDRS testing, 1 week","Dyskinesias, Unified Dyskinesia Rating Scale, 1 week|Cognition, Montreal Cognitive Assessment, 1 week|Depression, Hamilton Depression Rating Scale, 1 week|Anxiety, Hamilton Anxiety Rating Scale, 1 week|Suicide, Columbia Suicide Severity Ratting Scale, 1 week|Non-motor features of Parkinson's disease, Movement Disorder Society-UPDRS I, 1 week|Motor aspects of daily living, Movement Disorder Society-UPDRS II, 1 week",,"University of Colorado, Denver",,ALL,"ADULT, OLDER_ADULT",NA,14,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,16-1443,2017-07-03,2023-12,2023-12,2017-07-11,,2023-02-02,"University of Colorado, Aurora, Colorado, 80045, United States",
NCT02524886,Deep Brain Stimulation for Patients With Tardive Dyskinesia and or Dystonia,https://clinicaltrials.gov/study/NCT02524886,,TERMINATED,"Rationale: Tardive dyskinesia and dystonia (TDD) are severe side effects of dopamine blocking agents, particularly antipsychotics. Deep brain stimulation (DBS) has shown to be effective in the treatment of TDD in psychiatric patients, but only reported in case reports and small clinical trials and with little attention to possible psychiatric or cognitive complications or positive effect on psychiatric symptoms.

Objective: To assess whether treatment with DBS can reduce or resolve TDD and if DBS can induce beneficial or side-effects in particular psychiatric symptoms.

Study design: A delayed onset double blind randomised controlled trial. Study population: Adult patients with a current or previous psychiatric disorder and antipsychotic induced TDD with a stable psychiatric status during the past 6 months.

Intervention: All patients will be treated with DBS in the posteroventrolateral GPi. The groups will be randomised into immediate stimulation or delayed stimulation after 3 months.

Main study parameters/endpoints: Primary objective, improvement on the movement rating scales BFMDRS. Secondary objectives improvement on the quality of life measured on the SF-36, psychiatric stability as measured on the BPRS and the MADRS and cognitive effects as measured on the MATTIS Dementia Rating Scale, Nederlandse Leestest voor Volwassenen (NLV), 15 word test, Facial Expression of Emotion S+T (FEEST), Groninger Intelligentie Test woordopnoemen (GIT), category and letter fluency test, Trail Making Test part A and B and the Stroop colour and word test",NO,Tardive Dyskinesia|Tardive Dystonia,DEVICE: GPi DBS with Medtronic electorde and Activa PC pulsegenerator,"DBS efficacy as measured as the change on the Burke Fahn Marsden Dystonia Rating Scale (BFMDRS), The Efficacy of the DBS as measured on the Burke Fahn Marsden Dystonia Rating Scale (BFMDRS), Entire study, measurement at 0, 3, 6 and 12 months for immediate stimulation group and 0, 3, 6, 9, 15 months for the delayed stimulation group","Psychiatric safety as measured on the Brief Psychiatric Rating Scale (BPRS) and the Montgomery-Åsberg Depression Rating Scale (MADRS), Relaps of a pre-exsisting psychiatric condition or the development of a new psychiatric condition as measured on the Brief Psychiatric Rating Scale (BPRS) and the Montgomery-Åsberg Depression Rating Scale (MADRS), Entire study, measurement at 0, 1.5, 3, 6 and 12 months for immediate stimulation group and 0, 1.5, 3, 6, 9, 15 months for the delayed stimulation group|Cognitive side effects as measured using neuropsychological test battery, Cognitive effects of DBS as measured using neuropsychological test battery, Entire study, measurement at 0, 3 and 12 months for immediate stimulation group and 0, 3 and 15 months for the delayed stimulation group|Quality of life as measured on the Short Form 36 (SF-36) and the World Health Organiasation Brief Quality of Life Score (WHO-Bref), The effect of DBS stimulation on the quality of life as measured on the Short Form 36 (SF-36) and the World Health Organiasation Brief Quality of Life Score (WHO-Bref), Entire study, measurement at 0, 3, 6 and 12 months for immediate stimulation group and 0, 3, 6, 9, 15 months for the delayed stimulation group",,GGZ Centraal,University Medical Center Groningen|Maastricht University,ALL,"ADULT, OLDER_ADULT",NA,1,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",DBS for TD,2015-06,2017-05-02,2017-06-25,2015-08-17,,2017-05-23,"Zon en Schild, Amersfoort, Utrecht, 3818EW, Netherlands",
NCT05506085,Deep Brain Stimulation for Laryngeal Dystonia: From Mechanism to Optimal Application,https://clinicaltrials.gov/study/NCT05506085,,RECRUITING,"Deep Brain Stimulation (DBS) is a neurosurgical procedure used to treat tremors, and dystonia. This study will enroll people who have a form of focal dystonia that affects their vocal cords called Adductor Laryngeal dystonia (ADLD). Participants will undergo Deep Brain Stimulation surgery to treat laryngeal dystonia as part of their clinical care. Before surgery, as part of the study they will have specialized testing to study the movement of the vocal cords, as well as functional magnetic resonance imaging (fMRI). While in the operating room, researchers will examine brain waves to better understand how faulty brain firing patterns lead to dystonia. After surgery, and activation of the deep brain stimulator, participants will repeat speech testing and vocal cord imaging as well as magnetic resonance imaging (MRI).",NO,Laryngeal Dystonia|Adductor Spastic Dysphonia of Dystonia,DEVICE: Deep Brain Stimulation,"Change in total number of Vocal fold movements, Vocal fold movements will be quantified (vibratory breaks + micromotions+ aperiodicities) using high-speed videoendoscopy (HSV) on sustained phonation of the vowel, words, and sentence production. The videoendoscopic recording will be obtained, Before surgery, within 24 hours after surgery, 6 -9 months after surgery|Change in Acoustic voice recordings, Acoustic voice recordings will be obtained using a microphone. Acoustic measurement of voice (voicing percentage) will be obtained from sustained phonation of the vowel /a/, sentences and reading a paragraph., Before surgery, within 24 hours after surgery, 6-9 months after surgery|Microelectrode recording, Microelectrode recording is performed routinely during DBS (Deep brain stimulation) surgery. The study procedure will be to record voice simultaneously on sustained phonation of the vowels, syllables, and sentences using the data acquisition system NI USM 6221 with a microphone and high-speed videoendoscopy. Beta and theta band power spectral density will be analyzed as measurements., during surgery","Change in Neuropsychological testing: Trails A, Neuropsychological testing will be obtained pre (standard of care for DBS surgery) and 6 months post DBS surgery (experimental) to evaluate psychomotor speed, Before surgery, and 6-9 months after surgery|Change in Neuropsychological testin: Trails B, Neuropsychological testing will be obtained pre (standard of care for DBS surgery) and 6 months post DBS surgery (experimental) to evaluate mental flexibility, Before surgery, and 6-9 months after surgery|Change in Neuropsychological testing: Controlled Oral Word Association Animal fluency, Neuropsychological testing will be obtained pre (standard of care for DBS surgery) and 6-9 months post DBS surgery (experimental) to evaluate verbal fluency, Before surgery, and 6-9 months after surgery|Change in Resting state Functional Magnetic Resonance Imaging (fMRI), Resting state Functional Magnetic Resonance Imaging (rs-FMRI), before surgery and 6-9 months after surgery|Change in Voice Handicap Index, A 30-point questionnaire to describe the voice and the effects of voice on their daily lives. The scores range from 0 to 120. 0 to 30 is a low score with minimal handicap and 61 to 120 is considered severe handicap, 31 to 60 moderate handicap, before surgery and 6-9 months after surgery|Change in Speech Intelligibility, will be computed from the 2nd, 3rd, and 4th sentences of the Rainbow passage as the number of correct words identified., before surgery and 6-9 months after surgery",,Indiana University,National Institutes of Health (NIH),ALL,"ADULT, OLDER_ADULT",,12,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,14578,2022-10-01,2024-05-01,2024-05-01,2022-08-18,,2023-05-09,"Indiana University, Indianapolis, Indiana, 46202, United States",
NCT05893186,Multiple Objective Particle Swarm Optimization Postural Instability Gait Disorder,https://clinicaltrials.gov/study/NCT05893186,MOPSO PIGD,RECRUITING,"Sixty patients will be enrolled in this study who are treated for Parkinson's disease (PD) with bilateral deep brain stimulation of subthalamic nucleus (STN) or globus pallidus (GP), who have a pre- operative 7 Tesla MRI including diffusion tensor imaging for tractography and a postoperative head CT for electrode localization, and in whom at least 3 months have passed since activation of their neurostimulators, for stabilization of clinical stimulator settings. Using their MRI and CT, the investigators will construct patient-specific models of electrical current spread to neuroanatomical tar- gets surrounding the electrode. Then applying nonlinear (particle swarm) optimization, patient- specific stimulator settings will be designed to maximally or minimally activate specific path- ways. In STN DBS: pedunculopallidal vs. pallidopeduncular pathways. In GP DBS: pallidopeduncular pathways at its origin in GP pars interna (GPi) vs. inhibitory afferents to GPi (from GP pars externa GPe). All stimulation falls within the the FDA-approved range for DBS for PD.",NO,Parkinson Disease,"OTHER: Deep Brain Stimulation, STN|OTHER: GP Deep Brain Stimulation","Gait test, Subjects walk for one minute each on a treadmill set to match their individual overground walking speed. A forceplate measures the center of pressure trajectory from which integral software detects time and location of heel-strike and toe off events, and from these, plus the treadmill speed, we compute step lengths., 1 minute","Balance Test, Subjects stand on the treadmill, with the treadmill initially motionless. The treadmill belt then jerks forward, so that the subject must step to recover balance. Falls are prevented by a safety harness and assisting staff. A rater logs number of steps taken. Aggregated as mean of 5 trials., About 1.5 seconds per trial.|Bradykinesia test, Subjects sit with forearm supported, grasping a manipulandum which measures pronation/supination angle, making a pronation/supination motion actively for 30 seconds, instructed as big and fast. Aggregated as root mean square (RMS) of mean-subtracted angle., 30 seconds|Rigidity Test, Subjects sit with forearm supported, grasping a manipulandum, which is connected to a motor and torque sensor. The motor rotates the forearm through 40 degress of pronation-supination, cyclically, at 1.5 cycle per second for 45 seconds. Aggregated as mean absolute value of torque., 45 seconds",,University of Minnesota,,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,60,OTHER,INTERVENTIONAL,"Allocation: NA|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",NEUR-2019-28436,2021-05-25,2028-01-01,2030-01-01,2023-06-07,,2023-11-01,"University of Minnesota, Minneapolis, Minnesota, 55455, United States",
