NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT04048265,TMS Treatment in Parkinson's Disease With Pain.,https://clinicaltrials.gov/study/NCT04048265,TMSPDP,COMPLETED,"Transcranial magnetic stimulation (TMS) is a procedure that has been shown to improve pain in chronic sufferers. It is a well-tolerated procedure that can be performed on an outpatient basis. It uses a plastic covered coil that sends a magnetic pulse through the skull into the brain and by targeting particular areas in the brain it can be used to help modulate the perception of pain.

The study intends to use this technique to treat such a disabling symptom in patients who suffer from Parkinson's Disease (PD). Initially the aim is to study this technique in 48 patients who are suffering from pain and have PD. These patients would require an EEG before and after the stimulation. The stimulation would be performed over ten sessions and the patients would be assessed by a clinician using well recognized clinical tools.

It is anticipated that there will be a meaningful improvement in pain. It is also anticipated that TMS is a safe technique to use in patients with PD. The study will be used to help plan a future study that compares TMS with sham technique to prove whether TMS could be an option in the treatment of such a disabling condition.",NO,Transcranial Magnetic Stimulation|Parkinson Disease|Pain,DEVICE: Repetitive Transcranial Magnetic Stimulation,"Changes in the pain caused by Parkinson's Disease as measured by Visual Analogue Scale Score., To quantify changes of the severity of pain., Pre-treatment, post-treatment 0, 4 weeks","Changes in the patient's parkinson's disease as measured by Unified Parkinson's Disease Rating Scale III(UPDRS III) score., To quantify changes of the severity of the motor symptoms of Parkinson's Disease., Pre-treatment, post-treatment 0, 4 weeks",,"Xuanwu Hospital, Beijing",,ALL,"ADULT, OLDER_ADULT",NA,52,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",chen biao,2019-05-06,2019-11-29,2020-01-30,2019-08-07,,2020-04-15,"The Neurology Department of Xuanwu Hospital,Capital Medical University, Beijing, Beijing, 100053, China",
NCT04811066,Motor Learning and Multi-session tDCS in Parkinson's Disease,https://clinicaltrials.gov/study/NCT04811066,,COMPLETED,The present study seeks to examine the efficacy of multi-session transcranial direct current stimulation applied over the primary motor cortex in people with Parkinson's disease on sequential motor learning performance.,NO,Parkinson Disease,DEVICE: Transcranial direct current stimulation,"Change from baseline: sequential finger tapping performance, A skill index reflecting the accuracy and speed that participants perform a specified finger tapping sequence., Four assessments: Baseline (pre-intervention), 3 days, 1 week, and 4 weeks post intervention. Performance is also assessed during the intervention period on each day the intervention is applied. Once immediately before and after intervention is applied.|Change from baseline: shape-counting error, The percentage of shape counting error during dual task assessments. Sequential finger tapping + visual shape counting task., Four assessments: Baseline (pre-intervention), 3 days, 1 week, and 4 weeks post intervention. Performance is also assessed during the intervention period on each day the intervention is applied. Once immediately before and after intervention is applied.","Change from baseline: oxygenated haemoglobin response, Task related changes of oxygenated haemoglobin as measured using functional near-infrared spectroscopy., Four assessments: Baseline / pre-intervention, three-days post intervention, 1 week post intervention, and 4 weeks post intervention|Change from baseline: Movement Disorders Society Unified Parkinson's Disease Rating Scale Motor Section (Part 3), Participants physical function is assessed according to the criteria of the Movement Disorders Society Unified Parkinson's Disease Rating Scale Motor Section (Part 3). Minimum value = 0, maximum value = 132. Lower scores indicate a better outcome., Four assessments: Baseline / pre-intervention, three-days post intervention, 1 week post intervention, and 4 weeks post intervention|Change from baseline: upper limb motor task performance, Timed sequential movement of the arm and hand. The participant sits upright on a chair that has no arm support with their arms relaxed by their side. The time taken to perform the following sequence 10 times is recorded: 1. Close and open hand, 2) flex elbow, 3) close and open hand, 4) extend elbow. Right and left arms are assessed separately., Four assessments: Baseline / pre-intervention, three-days post intervention, 1 week post intervention, and 4 weeks post intervention|Change from baseline: Purdue pegboard task performance, Participants are required to pick up a metal peg and place the peg in a specified row of holes. Pegs must be placed one at a time. The maximum number of pegs placed within 30 seconds is recorded. The assessment is repeated three times for each hand. Each hand is assessed separately., Four assessments: Baseline / pre-intervention, three-days post intervention, 1 week post intervention, and 4 weeks post intervention",,The Hong Kong Polytechnic University,,ALL,"ADULT, OLDER_ADULT",NA,48,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,HSEARS20200203002,2021-04-19,2021-10-02,2021-10-02,2021-03-23,,2022-06-13,"The Hong Kong Polytechnic University, Hong Kong, Hung Hom, Hong Kong",
NCT05713721,Sensorimotor Integration in Monogenic Parkinson-dystonia Syndromes,https://clinicaltrials.gov/study/NCT05713721,SensoMo-PD,RECRUITING,"Hereditary Parkinson and dystonia syndromes are rare, as are people who carry the predisposition for Parkinson or dystonia but do not have symptoms. It is particularly important to study these people because they are a good model for understanding the development of common non-hereditary Parkinson's and dystonia. To do this, the investigators want to look at how the brain works and how different areas of the brain communicate with each other. The investigators want to identify differences in brain regions connecting perception and action between mutation carriers that develop clinical symptoms and those who stay healthy in different subgroups of inherited Parkinson-dystonia syndromes. Mutation carriers with and without symptoms of three different inherited Parkinson-dystonia syndromes will be investigated at their homes with the help of a mobile examination unit. To detect even subtle signs, which the mutation carriers might not even be aware of, the investigators will use a detailed video-based and -documented movement examination and a non-invasive magnetic stimulation technique that investigates how a sensory, i.e., electrical stimulus can influence the motor response in a hand muscle. Our study will allow the investigators, on the one hand, to define specific markers that protect some mutation carriers from having clinical symptoms and, on the other hand, to identify neurophysiological characteristics that all mutation carriers share whether or not they have clinical symptoms. These are important information for a better understanding of the basis of these disorders and for the development of new treatment strategies, which can also be transferred to genetically-undefined Parkinson's and dystonia syndromes. Through this study, large groups of mutation carriers that have received an in-depth clinical and neurophysiological examination and can be investigated longitudinally in future studies will be build up.",NO,"Parkinson|Dystonia|DYT3|DYT5|PINK1 Gene Deletion|Dystonia, Familial",DEVICE: Transcranial magnetic stimulation (TMS)|OTHER: Video-based clinical examination|OTHER: 24 hours drug withdrawal of dopaminergic medication|OTHER: Evaluation of deep brain stimulation,"Contrast sensorimotor integration in patients with three different monogenic Parkinson-dystonia syndromes., Transcranial magnetic stimulation (short-latency afferent inhibition), Two timepoints (if applicable): With chronic dopaminergic medication vs. 24h drug withdrawal OR before and after deep brain stimulation implantation|Define whether asymptomatic mutation carriers show abnormalities in sensorimotor integration and clinical signs of Parkinson and dystonia upon video examination., Video based clinical examination, One timepoint|Correlate clinical symptom severity with changes in sensorimotor integration., Transcranial magnetic stimulation (short-latency afferent inhibition) and Video based clinical examination, Two timepoints (patients) or one timepoint (asymptomatic mutation carriers and healthy control participants)|Evaluate treatment effects on sensorimotor integration, e.g., for PARK-Parkin/PARK-PINK1 and DYT/PARK-GCH1 chronic dopaminergic medication and for DYT/PARK-TAF1 deep brain stimulation effects., Transcranial magnetic stimulation (short-latency afferent inhibition), Two timepoints (if applicable): With chronic dopaminergic medication vs. 24h drug withdrawal OR before and after deep brain stimulation implantation",,,University Hospital Schleswig-Holstein,Michael J. Fox Foundation for Parkinson's Research,ALL,"ADULT, OLDER_ADULT",,120,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,MJFF-022062,2023-01-01,2024-06-30,2024-12-31,2023-02-06,,2023-06-23,"Institute of Systems Motor Science Lübeck, Lübeck, Schleswig-Holstein, 23562, Germany",
NCT02315781,tDCS in Parkinson's Disease With Depression,https://clinicaltrials.gov/study/NCT02315781,,TERMINATED,"Parkinson's disease (PD) is a progressive neurological disease that has effects on both movement and mental health. One of the most common mental health complications of PD is depression. Up to 30% of Parkinson's patients will experience depression at some point. We aim to investigate whether transcranial direct current stimulation (tDCS), a type of electrical stimulation for the brain, can improve depression in PD as well as improve motor function in PD.",NO,Depression|Parkinson's,DEVICE: active tDCS|DEVICE: Sham tDCS,"HAMD score, an assessment of the severity of depression, 12 weeks","Dopamine levels, PET scanning will be used to assess dopamine levels before and after sham/active tDCS in 20 participants, 12 weeks",,Pacific Parkinson's Research Centre,,ALL,"ADULT, OLDER_ADULT",NA,3,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",H14-00867,2015-01,2017-12-06,2017-12-06,2014-12-12,,2018-05-14,"Pacific Parkinson's Research Centre, Vancouver, British Columbia, V6T 2B5, Canada",
NCT04046055,Cerebellar Transcranial Direct Current Stimulation in Parkinson's Disease,https://clinicaltrials.gov/study/NCT04046055,,COMPLETED,"Parkinson's disease (PD) is the second most common neurodegenerative disorder and affects approximately 1 million people in the United States with total annual costs approaching 11 billion dollars. The most common symptoms of PD are tremor, stiffness, slowness, and trouble with balance/walking, which lead to severe impairments in performing activities of daily living. Current medical and surgical treatments for PD are either only mildly effective, expensive, or associated with a variety of side-effects. Therefore, the development of practical and effective add-ons to current therapeutic treatment approaches would have many benefits. Transcranial direct current stimulation (tDCS) is a non-invasive brain stimulation technique that can affect brain activity and can help make long-term brain changes to improve functions like walking and balance. While a few initial research studies and review articles involving tDCS have concluded that tDCS may improve PD walking and balance, many results are not meaningful in real life and several crucial issues still prevent tDCS from being a useful add-on intervention in PD. These include the selection of stimulation sites (brain regions stimulated) and tDCS electrode placement. Most studies have targeted the motor cortex (brain region that controls intentional movement), but there is evidence that the cerebellum - which helps control gait and balance, is connected to several other brain areas, and is easily stimulated with tDCS - may be a likely location to further optimize walking and balance in PD. There is also evidence that certain electrodes placements may be better than others. Thus, the purpose of this study is to determine the effects of cerebellar tDCS stimulation using two different placement strategies on walking and balance in PD.

Additionally, although many tDCS devices are capable of a range of stimulation intensities (for example, 0 mA - 5 mA), the intensities currently used in most tDCS research are less than 2 mA, which is sufficient to produce measurable improvements; but, these improvements may be expanded at higher intensities. In the beginning, when the safety of tDCS was still being established for human subjects, careful and moderate stimulation approaches were warranted. However, recent work using stimulation at higher intensities (for example, up to 4 mA) have been performed in different people and were found to have no additional negative side-effects. Now that the safety of tDCS at higher intensities is better established, studies exploring the differences in performance between moderate (i.e., 2 mA) and higher (i.e., 4 mA) intensities are necessary to determine if increasing the intensity increases the effectiveness of the desired outcome.

Prospective participants will include 10 people with mild-moderate PD that will be recruited to complete five randomly-ordered stimulation sessions, separated by at least 5 days each. Each session will involve one visit to the Integrative Neurophysiology Laboratory (INPL) and will last for approximately one hour. Data collection is expected to take 4-6 months. Each session will include walking and balance testing performed while wearing the tDCS device. Total tDCS stimulation time for each session will be 25 minutes.",YES,Parkinson Disease|Brain Stimulation|Cerebellum,DEVICE: Transcranial direct current stimulation at 2 mA|DEVICE: Transcranial direct current stimulation at 4 mA|DEVICE: Sham transcranial direct current stimulation,"Speed Walked During 30 Meter Walk Test, Walk as fast and as safe as possible over 30 meter, 10 minutes|Time to Complete the Timed Up and Go Test, From a seated position, stand up, walk 5 meters, turn around, walk back, and sit back down in the chair., 10 minutes|Movement of the Center of Pressure (2D; Forward-backward, Left-right) While Standing on a Firm Surface (Force Platform) for 1 Minute, Stand as still as possible on a firm surface for 1 minute with the eyes open. Calculate the area of an ellipse that contains 95% of the 2D trace of the center of pressure movement., 1 minute|Movement of the Center of Pressure (2D; Forward-backward, Left-right) While Standing on a Foam Surface (6 cm Foam Pad Placed on Top of Force Platform) for 1 Minute, Stand as still as possible on a foam surface for 1 minute with the eyes open. Calculate the area of an ellipse that contains 95% of the 2D trace of the center of pressure movement., 1 minute","Movement of the Center of Pressure (1D; Forward-backward) While Standing on a Firm Surface (Force Platform) for 1 Minute, Stand as still as possible on a firm surface for 1 minute with the eyes open., 1 minute|Movement of the Center of Pressure (1D; Left-Right) While Standing on a Firm Surface (Force Platform) for 1 Minute, Stand as still as possible on a firm surface for 1 minute with the eyes open., 1 minute|Movement of the Center of Pressure (1D; Forward-backward) While Standing on a Foam Surface (6 cm Foam Pad Placed on Top of Force Platform) for 1 Minute, Stand as still as possible on a foam surface for 1 minute with the eyes open., 1 minute|Movement of the Center of Pressure (1D; Left-Right) While Standing on a Foam Surface (6 cm Foam Pad Placed on Top of Force Platform) for 1 Minute, Stand as still as possible on a foam surface for 1 minute with the eyes open., 1 minute",,Thorsten Rudroff,,ALL,"ADULT, OLDER_ADULT",NA,7,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,201906759,2019-12-01,2020-04-01,2020-04-01,2019-08-06,2021-07-07,2022-11-10,"University of Iowa, Iowa City, Iowa, 52242, United States","Study Protocol and Statistical Analysis Plan, https://storage.googleapis.com/ctgov2-large-docs/55/NCT04046055/Prot_SAP_001.pdf"
NCT03074812,Exploring Mechanisms for Neuropsychiatric Symptoms of Parkinson Disease Using Transcranial Direct Current Stimulation,https://clinicaltrials.gov/study/NCT03074812,,RECRUITING,"This study evaluates the effect of transcranial direct current stimulation (tDCS) on non-motor symptoms of Parkinson's disease, including depression and cognitive symptoms. Participants are randomized to receive active or sham tDCS for 30 minutes over 10 treatment sessions.",NO,Idiopathic Parkinson's Disease|Parkinson Disease|Depression,DEVICE: Transcranial Direct Current Stimulation,"Number of Participants Demonstrating improvements on Objective Rating Scales of Depression via structured interview, Primary outcome measure will be the number of participants who demonstrate remission of depressive symptoms OR improvement of 50% (i.e. response) on the Montgomery-Asberg Scale of Depression (MADRS), 1 months","Apathy Scores as measure by a self-report scale (the Apathy Scale), The dimensional degree of change in Apathy symptoms as assessed via the Apathy Scale, a subjective self-report tool of apathetic symptoms, 1 months|Subjective Depression Severity rated via self-report on depression inventory, Subjective severity of depression as measured via self-reported Beck Depression Inventory - II, 1 months|Subjective reactive to pleasure (i.e. improvement of anhedonia) as rated via self-report, Monitoring degree of change of hedonic-tone scores via the Snaith-Hamilton Pleasure Scale (SHAPS), 1 month|Subjective improvement of Anxiety Symptoms via Rating Scale, The change in Parkinson Anxiety Scale (PAS) score per person and across sham v. experimental groups., 1 month|Performance on abbreviated cognitive battery, Objective improvement on measures of attention, verbal fluency, working memory and recall by various bedside cognitive tests, 1 month|Improvement of Parkinsonian Motor Symptoms, Number of participants between arms and individual improvement of Movement Disorders Society Unified Parkinson Disease Rating Scale Part 3 (MDS-UPDRS Pt3) Score., 1 month",,Johns Hopkins University,,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",IRB00087957,2016-02,2024-03-31,2025-03-31,2017-03-09,,2023-03-31,"Johns Hopkins Hospital / Johns Hopkins University, Baltimore, Maryland, 21287, United States",
NCT04054726,A Study on Cerebello-Spinal tPCS in Ataxia,https://clinicaltrials.gov/study/NCT04054726,,UNKNOWN,"Neurodegenerative ataxia represents a group of disabling diseases. No effective treatment is currently available for them. Currently, studies are going on the effectiveness of noninvasive neurostimulation in neurodegenerative diseases. Transcranial pulsed current stimulation (tPCS) is a new modality of noninvasive neurostimulation. The investigators have planned to study the efficacy of tPCS in these patients of neurodegenerative ataxia.

Patients will be first examined clinically along with the rating of ataxia, assessment of upper limb coordination and speech as per protocol. Quantitative Electroencephalography (qEEG) and gait analysis will be done as per protocol. Next, a single session of 20 min non-invasive stimulation will be given via tPCS or sham stimulation. Stimulation will be given to cerebellum and dorsal spinal cord. After 20 mins of stimulation, re-assessment will be done using the same tools mentioned pre-stimulation.",NO,Cerebellar Ataxia,DEVICE: Active Transcranial pulsed current stimulation (tPCS)|DEVICE: Sham Transcranial pulsed current stimulation (tPCS),"Change in Ataxia rating scale, We will evaluate the effectiveness of tPCS in patients of neurodegenerative ataxia. We will apply Scale for the assessment and rating of ataxia (SARA) for rating of ataxia pre and post stimulation. The scale is for assessing severity of ataxia, that consists of assessment of gait, stance, sitting, speech, finger chase, finger to nose test, fast alternating hand movement, heel-shin test. By summing up, the total score ranges from minimum 0 and maximum 36. Higher score means more severity., 3 months|Changes in spatiotemporal gait measures using objective gait analysis, We will use Zeno Walkway Gait carpet and the spatiotemporal details of the gait will be analyzed by ProtoKinetics Movement Analysis Software (PKMAS) software, pre and post stimulation., 3 months|Change in upper limb co-ordination, We will use KinArm pre and post stimulation to have objective measurement of upper limb co-ordination., 3 months|Change in speech, We will use standardized speech protocol pre and post stimulation to assess speech., 3 months|Changes in Network fragmentation using Quantitative EEG, We will do network fragmentation by 5 mins of resting quantitative Electroencephalography (EEG), pre and post stimulation., 3 months",,,"Western University, Canada",,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,113969,2019-09,2021-09,2021-10,2019-08-13,,2019-08-14,"London Health Sciences Centre, London, Ontario, N6A 5A5, Canada",
NCT02453763,In Vivo Imaging of Therapeutic Electric Current Flow,https://clinicaltrials.gov/study/NCT02453763,tDCS,COMPLETED,"The purpose of this research study is to measure current flow inside the head using magnetic resonance imaging (MRI). The data from this study will be used to map the current flow caused from the electrical stimulation inside the head. The methods develop will be used to map and better control delivery of the current for electrical stimulation to modify a psychiatric condition such as depression; or other conditions such as epilepsy, Parkinson's disease or autism.",NO,Parkinson Disease|Epilepsy|Alzheimer's Disease|Stroke|Autism|Depression|Schizophrenia,DEVICE: Transcranial direct current stimulation|PROCEDURE: MRI,"Magnetic Resonance Imaging (MRI) of therapeutic current flow, The MRI will be used to measure current flow in the brain as a result of therapeutic electrical stimulation techniques by using a recently developed MRI-based phase imaging technique to more directly measure current densities in vivo., Day 1",,,University of Florida,Arizona State University|National Institute of Neurological Disorders and Stroke (NINDS),ALL,ADULT,,17,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,506-2012-N|1R21NS081646-01A1,2015-06,2017-07-06,2017-07-06,2015-05-25,,2018-04-05,"University of Florida, Gainesville, Florida, 32610, United States",
NCT04429230,Non-invasive Brain Stimulation in Huntington's Disease,https://clinicaltrials.gov/study/NCT04429230,,UNKNOWN,"Huntington's disease is a disabling neurodegenerative disease. Patients present with involuntary movements of the body and cognitive symptoms like behavioral problem, difficulty in planning tasks, etc. No effective treatment is currently available for them apart from symptomatic therapy. Currently, studies are going on the effectiveness of noninvasive brain stimulation (NIBS) in neurodegenerative diseases. It is a mode of brain stimulation technique where current is delivered into the brain by placing electrodes into their scalp. Transcranial pulsed current stimulation (tPCS) is a new modality of noninvasive brain stimulation. It is a device that generates electrical impulses. The current generated from this device can stimulate underlying brain areas. The investigators have planned to study the feasibility of non-invasive brain stimulation via tPCS in these patients of Huntington's disease.

At first, the investigators will rate their involuntary body movement by a standard scale, assess arm movements by a robotic device, assess speech with standard protocol, assess brain electrophysiology by electroencephalography (EEG) and will also do gait (walking) analysis. Next, the investigators will give them 2 week (20 min/day) stimulation via real tPCS (active stimulation) or placebo (sham stimulation). After 2 weeks of stimulation, the investigators will re-assess the patient using the same tools mentioned pre-stimulation.

Each patient will receive real and placebo stimulation with a 1-month gap in between. They will not know whether they are receiving real stimulation or placebo. Assessment will be done before stimulation, after 2 week real stimulation and after 2 week sham stimulation.",NO,Huntington Disease,DEVICE: Active Transcranial pulsed current stimulation (tPCS)|DEVICE: Sham Transcranial pulsed current stimulation (tPCS),"Feasibility of recruitment, Can we recruit 15 HD patients for non-invasive brain stimulation study, 1 year|Feasibility of finishing the study, Can 15 participants finish the study, 1 year|Feasibility of home based stimulation, Can non-invasive brain stimulation in the form of transcranial pulsed current stimulation (tPCS) be appropriately applied at home, 1 year|Feasibility of network targeting, Can dysfunctional brain area in HD be targeted for stimulation non-invasively, using qEEG as a guide, 1 year","Change in UHDRS, The investigators will evaluate the effectiveness of tPCS in patients of Huntington's disease. The investigators will apply Unified Huntington's disease rating scale (UHDRS) pre and post stimulation. The scale is for assessment of chorea, dystonia, ataxia, extraocular movements, speech, gait, postural imbalance. Each subsection can be scored from 0-4. By summing up, the total score ranges from minimum 0 and maximum 124. Higher score means more severity., 3 months|Changes in spatiotemporal gait measures using objective gait analysis, The investigators will use Zeno Walkway Gait carpet and the spatiotemporal details of the gait will be analyzed by ProtoKinetics Movement Analysis Software (PKMAS) software, pre and post stimulation.The Zeno walkway will be used in conjunction with the ProtoKinetics Movement Analysis Software (PKMAS). The walkway contains a series of pressure sensors to detect footfalls. These data will be captured and collated via the PKMAS software, resulting in numerous spatial, temporal and pressure-related gait parameters. Timed-up-and-go (TUG) task will be used, consisting of rising from chair, walking across the 20-foot gait carpet, turning around off the carpet, walking back and sitting down., 3 months|Change in upper limb movements, The investigators will use KinArm pre and post stimulation to have objective measurement of upper limb movements. KinArm is a robotic manipulator arm. The patients will hold the manipulator arm and move it across to certain points shown on the computer screen. The investigators will use standard KinArm testing protocols to assess upper limb movements., 3 months|Change in speech, The investigators will use standardized speech protocol pre and post stimulation to assess speech. Participant's speech will be recorded using a head-mounted microphone (AKG-c520) and a digital recording device (Zoom H4nPro) while performing the following calibrated tasks. Calibration involves a sound level meter placed at 15cm from the mouth while talker says 'ah' at 70dBA. The following speech tasks will be assessed- Prolonged phonation, Rapid repetitions of the sounds, Two productions of a sentence with selected speech sounds, Two times louder production of a sentence with selected speech sounds, Repetition of a continuous vowel at normal and fast rates without making any voice breaks or pauses.

f) Read aloud a section of a standard passage - standard rainbow passage g) Monologue. Talk for two minutes about an interesting vacation (or an interesting hobby or activity)., 3 months|Changes in Network fragmentation using Quantitative EEG, The investigators will do network fragmentation by 5 mins of resting quantitative Electroencephalography (EEG), pre and post stimulation.Quantitative EEG signals will be recorded using g. Nautilus g.tec wireless system. The g. tech system uses ear clip reference sensors. Patient will sit in a comfortable arm chair in a quiet place with less light or electromagnetic perturbations. The patient will be instructed to sit relaxed with eyes closed for 5 min., 3 months",,"Western University, Canada",,ALL,"CHILD, ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",115632,2021-09-07,2022-09-01,2022-12-31,2020-06-12,,2021-09-08,,
NCT06267222,Trans-spinal Electrical Stimulation in Individuals With Spinocerebellar Ataxia,https://clinicaltrials.gov/study/NCT06267222,,ENROLLING_BY_INVITATION,"The main goal of this pragmatic clinical trial is to investigate the effects of trans-spinal tDCS in individuals with spinocerebellar ataxia (SCA) over some parameters of gait and postural control in real-world conditions, reflecting daily clinical practice. The main questions it aims to answer are:

* If an extended number of tDCS sessions, beyond the typical 5 to 10 sessions described in scientific literature, applied concomitantly with exercises with progressive challenges, to yield positive outcomes over some parameters of gait and postural control in individuals with SCA and if there is retention of possible benefits one month later the end of this protocol.
* If there is specific characteristics (including balance, gait, mobility, severity of ataxia, DNA test characteristics and non-ataxic signs) in individuals with SCA that can predict their improvement in postural control and gait following the 20 tDCS sessions.

  * Participants will receive 20 tDCS sessions concomitantly with exercises for gait and postural control with progressive challenges.
  * Postural control and gait of the participants will be assessed in two big sessions before (#assessment 1) and after the 20 sessions (#assessment 5) and 3 small sessions after every 5 sessions (#assessments 2, 3 and 4). Also, as a follow-up, they will be assessed a month after the end of the intervention (#assessment 6).",NO,SCA|Postural Balance|Gait Ataxia,DEVICE: TRANSCRANIAL DIRECT CURRENT STIMULATION + exercises,"Postural control, The Berg Balance Scale (BBS) measures functional balance and fall risk in 14 tasks. Each item is given a score of 0-4, with a total score between 0 and 56, being the higher the score, the better the individual's performance. The Berg scale also predicts the risk of falls. A score equal to or less than 45 points indicates a greater risk of falls.

The four-stage test (4-stage) assesses static balance and measures an individual's ability to hold a series of four balance positions, each more challenging than the previous, for at least 10 seconds each., Baseline, after 20 sessions and follow up (one month)|Mobility, Timed up and go (TUG) assesses mobility, balance, walking ability and the risk of falling. On the command ""go"", the patient gets up from the chair, walks 3 meters, turns around, returns to the chair, and sits down. The time is calculated in seconds. The longer the time taken, the greater the risk of falling, Baseline, at the end of sessions 5, 10, 15 and 20 (each session is 1 day), and follow up (one month)|Gait performance, Measured by the Modified Dynamic Gait Index (mDGI) which total score is from 0 (severe gait impairment) to 64 (no gait impairment) and a Ten-meter walk test with an accelerometer fixed at the sacrum to assess step and stride time, speed, and gait cadence., Baseline, at the end of sessions 5, 10, 15 and 20 (each session is 1 day) and and follow up (one month)","The subjective experience of the participants regarding the protocol., Semi-structured interview regarding subjective experience of the participants relative to the study intervention, At the end of session 20 (each session is 1 day)",,Laura Alice Santos Oliveira,Federal Institute of Rio de Janeiro,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,SCATDCS23,2024-03-04,2024-06-30,2024-07-31,2024-02-20,,2024-02-20,"Anna Fontes Baptista, Rio de Janeiro, RJ, 21032-060, Brazil",
NCT00106782,Transcranial Electrical Polarization to Treat Focal Hand Dystonia,https://clinicaltrials.gov/study/NCT00106782,,COMPLETED,"This study will evaluate the effect of transcranial electrical polarization (TEP), also called direct current (DC) stimulation, on focal hand dystonia in people with writer's cramp. In dystonia, muscle spasms cause uncontrolled twisting and repetitive movement or abnormal postures. Focal dystonia involves just one part of the body, such as the hand, neck or face. When people with focal hand dystonia make small and repeated movements with their hands, there is extra activity in the part of the brain called the motor cortex. TEP is a method of brain stimulation that slows down the activity of the nerve cells in the motor cortex. This study may help researchers develop new ways to treat focal hand dystonia.

People 18 years of age and older with focal hand dystonia may be eligible for this study. Participants have a neurological examination and are randomly assigned to one of two treatment groups: TEP or placebo stimulation. The TEP group receives stimulation to the parts of the brain used for hand movement, and the placebo group receives sham stimulation, which does not affect any area of the brain. There are three TEP/placebo sessions over a period of 7 to 10 days. The first session may last up to 2-1/2 hours; the other two sessions last 1-2 hours.

For TEP, sponge electrodes are placed on the scalp and an electrical current is passed through the scalp and skull to the outer part of brain. Before and after each session, participants have a neurological examination, including an evaluation of the rate and severity of their movement problems. For this assessment, participants do a writing test while the electrical activity of their hand muscles is recorded using surface electromyography (EMG). For EMG, small metal disks (electrodes) filled with a conductive gel are taped to the skin over the muscles being tested.

Patients are followed in the clinic the day after the end of TEP treatment for evaluation of their movement abilities and the effects of therapy, such as improvement of handwriting.",NO,Dystonia|Focal Hand Dystonia|FHD,PROCEDURE: Transcranial Electrical Polarization (TEP),"The Fahn Dystonia Scale before and after real and placebo TEP course., 1 week post-TEP",,,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,"ADULT, OLDER_ADULT",PHASE2,12,NIH,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",050122|05-N-0122,2005-03-18,2010-05-14,2010-05-14,2005-03-30,,2017-07-02,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States",
